#: table_doi: 10.17182/hepdata.81996.v1/t64
#: name: Table 64
#: description: Signal efficiency for WZ production in SR3-WZ-1Ja for the process P P -> $\widetilde{\chi}_1^\pm \widetilde{\chi}_2^0$ -> $W$(->l $\nu$) $Z$(->2l) $\widetilde{\chi}_1^0 \widetilde{\chi}_1^0$.
#: data_file: figaux27b.yaml
#: data_license:   
#: keyword reactions: P P --> Neutralino2 Chargino1
#: keyword observables: GIVE KEY FOR Y-AXIS VARIABLE
#: keyword phrases: 
#: keyword cmenergies: 13000.0
#: RE,,,,,P P --> Neutralino2 Chargino1 --> W Z Neutralino1 Neutralino1
#: SQRT(S) [GEV],,,,,13000.0
$m(\widetilde{\chi}_2^0/\widetilde{\chi}_1^\pm)$,$m(\widetilde{\chi}_2^0/\widetilde{\chi}_1^\pm)$ LOW,$m(\widetilde{\chi}_2^0/\widetilde{\chi}_1^\pm)$ HIGH,$m(\widetilde{\chi}_1^0)$,$m(\widetilde{\chi}_1^0)$ LOW,$m(\widetilde{\chi}_1^0)$ HIGH,Signal Efficiency [%],error +,error -
125.0,100.0,150.0,175.0,150.0,200.0,0.0,0.0,-0.0
175.0,150.0,200.0,175.0,150.0,200.0,0.0,0.0,-0.0
225.0,200.0,250.0,175.0,150.0,200.0,0.0,0.0,-0.0
275.0,250.0,300.0,175.0,150.0,200.0,85.66,0.0,-0.0
325.0,300.0,350.0,175.0,150.0,200.0,62.07,0.0,-0.0
375.0,350.0,400.0,175.0,150.0,200.0,69.58,0.0,-0.0
425.0,400.0,450.0,175.0,150.0,200.0,0.0,0.0,-0.0
475.0,450.0,500.0,175.0,150.0,200.0,108.3,0.0,-0.0
525.0,500.0,550.0,175.0,150.0,200.0,59.14,0.0,-0.0
575.0,550.0,600.0,175.0,150.0,200.0,91.17,0.0,-0.0
625.0,600.0,650.0,175.0,150.0,200.0,26.0,0.0,-0.0
675.0,650.0,700.0,175.0,150.0,200.0,32.6,0.0,-0.0
725.0,700.0,750.0,175.0,150.0,200.0,0.0,0.0,-0.0
75.0,50.0,100.0,225.0,200.0,250.0,0.0,0.0,-0.0
125.0,100.0,150.0,225.0,200.0,250.0,0.0,0.0,-0.0
175.0,150.0,200.0,225.0,200.0,250.0,0.0,0.0,-0.0
225.0,200.0,250.0,225.0,200.0,250.0,0.0,0.0,-0.0
275.0,250.0,300.0,225.0,200.0,250.0,0.0,0.0,-0.0
325.0,300.0,350.0,225.0,200.0,250.0,0.0,0.0,-0.0
375.0,350.0,400.0,225.0,200.0,250.0,92.65,0.0,-0.0
425.0,400.0,450.0,225.0,200.0,250.0,90.77,0.0,-0.0
475.0,450.0,500.0,225.0,200.0,250.0,0.0,0.0,-0.0
525.0,500.0,550.0,225.0,200.0,250.0,61.69,0.0,-0.0
575.0,550.0,600.0,225.0,200.0,250.0,46.0,0.0,-0.0
625.0,600.0,650.0,225.0,200.0,250.0,205.0,0.0,-0.0
675.0,650.0,700.0,225.0,200.0,250.0,0.0,0.0,-0.0
725.0,700.0,750.0,225.0,200.0,250.0,106.4,0.0,-0.0
75.0,50.0,100.0,275.0,250.0,300.0,0.0,0.0,-0.0
125.0,100.0,150.0,275.0,250.0,300.0,0.0,0.0,-0.0
175.0,150.0,200.0,275.0,250.0,300.0,0.0,0.0,-0.0
225.0,200.0,250.0,275.0,250.0,300.0,0.0,0.0,-0.0
275.0,250.0,300.0,275.0,250.0,300.0,0.0,0.0,-0.0
325.0,300.0,350.0,275.0,250.0,300.0,0.0,0.0,-0.0
375.0,350.0,400.0,275.0,250.0,300.0,60.97,0.0,-0.0
425.0,400.0,450.0,275.0,250.0,300.0,0.0,0.0,-0.0
475.0,450.0,500.0,275.0,250.0,300.0,60.75,0.0,-0.0
525.0,500.0,550.0,275.0,250.0,300.0,60.6,0.0,-0.0
575.0,550.0,600.0,275.0,250.0,300.0,75.4,0.0,-0.0
625.0,600.0,650.0,275.0,250.0,300.0,71.57,0.0,-0.0
675.0,650.0,700.0,275.0,250.0,300.0,79.5,0.0,-0.0
725.0,700.0,750.0,275.0,250.0,300.0,0.0,0.0,-0.0
75.0,50.0,100.0,325.0,300.0,350.0,0.0,0.0,-0.0
125.0,100.0,150.0,325.0,300.0,350.0,0.0,0.0,-0.0
175.0,150.0,200.0,325.0,300.0,350.0,0.0,0.0,-0.0
225.0,200.0,250.0,325.0,300.0,350.0,0.0,0.0,-0.0
275.0,250.0,300.0,325.0,300.0,350.0,0.0,0.0,-0.0
325.0,300.0,350.0,325.0,300.0,350.0,0.0,0.0,-0.0
375.0,350.0,400.0,325.0,300.0,350.0,0.0,0.0,-0.0
425.0,400.0,450.0,325.0,300.0,350.0,0.0,0.0,-0.0
475.0,450.0,500.0,325.0,300.0,350.0,0.0,0.0,-0.0
525.0,500.0,550.0,325.0,300.0,350.0,66.0,0.0,-0.0
575.0,550.0,600.0,325.0,300.0,350.0,33.21,0.0,-0.0
625.0,600.0,650.0,325.0,300.0,350.0,77.83,0.0,-0.0
675.0,650.0,700.0,325.0,300.0,350.0,0.0,0.0,-0.0
725.0,700.0,750.0,325.0,300.0,350.0,70.71,0.0,-0.0
75.0,50.0,100.0,375.0,350.0,400.0,0.0,0.0,-0.0
125.0,100.0,150.0,375.0,350.0,400.0,0.0,0.0,-0.0
175.0,150.0,200.0,375.0,350.0,400.0,0.0,0.0,-0.0
225.0,200.0,250.0,375.0,350.0,400.0,0.0,0.0,-0.0
275.0,250.0,300.0,375.0,350.0,400.0,0.0,0.0,-0.0
325.0,300.0,350.0,375.0,350.0,400.0,0.0,0.0,-0.0
375.0,350.0,400.0,375.0,350.0,400.0,0.0,0.0,-0.0
425.0,400.0,450.0,375.0,350.0,400.0,0.0,0.0,-0.0
475.0,450.0,500.0,375.0,350.0,400.0,62.41,0.0,-0.0
525.0,500.0,550.0,375.0,350.0,400.0,41.7,0.0,-0.0
575.0,550.0,600.0,375.0,350.0,400.0,60.91,0.0,-0.0
625.0,600.0,650.0,375.0,350.0,400.0,59.82,0.0,-0.0
675.0,650.0,700.0,375.0,350.0,400.0,46.25,0.0,-0.0
725.0,700.0,750.0,375.0,350.0,400.0,0.0,0.0,-0.0
75.0,50.0,100.0,425.0,400.0,450.0,0.0,0.0,-0.0
125.0,100.0,150.0,425.0,400.0,450.0,0.0,0.0,-0.0
175.0,150.0,200.0,425.0,400.0,450.0,0.0,0.0,-0.0
225.0,200.0,250.0,425.0,400.0,450.0,0.0,0.0,-0.0
275.0,250.0,300.0,425.0,400.0,450.0,0.0,0.0,-0.0
325.0,300.0,350.0,425.0,400.0,450.0,0.0,0.0,-0.0
375.0,350.0,400.0,425.0,400.0,450.0,0.0,0.0,-0.0
425.0,400.0,450.0,425.0,400.0,450.0,0.0,0.0,-0.0
475.0,450.0,500.0,425.0,400.0,450.0,0.0,0.0,-0.0
525.0,500.0,550.0,425.0,400.0,450.0,66.06,0.0,-0.0
575.0,550.0,600.0,425.0,400.0,450.0,57.17,0.0,-0.0
625.0,600.0,650.0,425.0,400.0,450.0,70.04,0.0,-0.0
675.0,650.0,700.0,425.0,400.0,450.0,0.0,0.0,-0.0
725.0,700.0,750.0,425.0,400.0,450.0,137.1,0.0,-0.0
75.0,50.0,100.0,475.0,450.0,500.0,0.0,0.0,-0.0
125.0,100.0,150.0,475.0,450.0,500.0,0.0,0.0,-0.0
175.0,150.0,200.0,475.0,450.0,500.0,0.0,0.0,-0.0
225.0,200.0,250.0,475.0,450.0,500.0,0.0,0.0,-0.0
275.0,250.0,300.0,475.0,450.0,500.0,0.0,0.0,-0.0
325.0,300.0,350.0,475.0,450.0,500.0,0.0,0.0,-0.0
375.0,350.0,400.0,475.0,450.0,500.0,0.0,0.0,-0.0
425.0,400.0,450.0,475.0,450.0,500.0,0.0,0.0,-0.0
475.0,450.0,500.0,475.0,450.0,500.0,0.0,0.0,-0.0
525.0,500.0,550.0,475.0,450.0,500.0,0.0,0.0,-0.0
575.0,550.0,600.0,475.0,450.0,500.0,0.0,0.0,-0.0
625.0,600.0,650.0,475.0,450.0,500.0,0.0,0.0,-0.0
675.0,650.0,700.0,475.0,450.0,500.0,0.0,0.0,-0.0
725.0,700.0,750.0,475.0,450.0,500.0,0.0,0.0,-0.0

