# https://twiki.cern.ch/twiki/bin/view/LHCPhysics/SUSYCrossSections13TeVsquarkantisquark
# squark - anti-squark production, 13 tev, 10-fold squark degeneracy
# Mass Cross section (pb) ± Uncertainty (NNLOapprox + NNLL)
465 GeV 	9.29E+00 ± 7.30%
470 GeV 	8.74E+00 ± 7.32%
475 GeV 	8.23E+00 ± 7.34%
480 GeV 	7.75E+00 ± 7.37%
485 GeV 	7.30E+00 ± 7.39%
490 GeV 	6.88E+00 ± 7.41%
495 GeV 	6.48E+00 ± 7.43%
500 GeV 	6.12E+00 ± 7.45%
505 GeV 	5.77E+00 ± 7.47%
510 GeV 	5.45E+00 ± 7.5%
515 GeV 	5.15E+00 ± 7.53%
520 GeV 	4.87E+00 ± 7.55%
525 GeV 	4.60E+00 ± 7.58%
530 GeV 	4.35E+00 ± 7.61%
535 GeV 	4.11E+00 ± 7.64%
540 GeV 	3.89E+00 ± 7.67%
545 GeV 	3.69E+00 ± 7.7%
550 GeV 	3.49E+00 ± 7.73%
555 GeV 	3.31E+00 ± 7.76%
560 GeV 	3.13E+00 ± 7.79%
565 GeV 	2.97E+00 ± 7.82%
570 GeV 	2.82E+00 ± 7.85%
575 GeV 	2.67E+00 ± 7.88%
580 GeV 	2.54E+00 ± 7.92%
585 GeV 	2.41E+00 ± 7.95%
590 GeV 	2.29E+00 ± 7.98%
595 GeV 	2.17E+00 ± 8.01%
600 GeV 	2.06E+00 ± 8.05%
605 GeV 	1.96E+00 ± 8.08%
610 GeV 	1.86E+00 ± 8.11%
615 GeV 	1.77E+00 ± 8.14%
620 GeV 	1.69E+00 ± 8.18%
625 GeV 	1.60E+00 ± 8.21%
630 GeV 	1.53E+00 ± 8.25%
635 GeV 	1.45E+00 ± 8.28%
640 GeV 	1.39E+00 ± 8.31%
645 GeV 	1.32E+00 ± 8.35%
650 GeV 	1.26E+00 ± 8.38%
655 GeV 	1.20E+00 ± 8.42%
660 GeV 	1.14E+00 ± 8.45%
665 GeV 	1.09E+00 ± 8.49%
670 GeV 	1.04E+00 ± 8.52%
675 GeV 	9.92E-01 ± 8.56%
680 GeV 	9.46E-01 ± 8.59%
685 GeV 	9.03E-01 ± 8.63%
690 GeV 	8.62E-01 ± 8.67%
695 GeV 	8.24E-01 ± 8.7%
700 GeV 	7.87E-01 ± 8.74%
705 GeV 	7.52E-01 ± 8.77%
710 GeV 	7.18E-01 ± 8.81%
715 GeV 	6.86E-01 ± 8.84%
720 GeV 	6.56E-01 ± 8.88%
725 GeV 	6.27E-01 ± 8.91%
730 GeV 	6.00E-01 ± 8.95%
735 GeV 	5.74E-01 ± 8.98%
740 GeV 	5.49E-01 ± 9.02%
745 GeV 	5.25E-01 ± 9.06%
750 GeV 	5.03E-01 ± 9.09%
755 GeV 	4.81E-01 ± 9.13%
760 GeV 	4.61E-01 ± 9.16%
765 GeV 	4.41E-01 ± 9.2%
770 GeV 	4.23E-01 ± 9.24%
775 GeV 	4.05E-01 ± 9.27%
780 GeV 	3.88E-01 ± 9.31%
785 GeV 	3.72E-01 ± 9.35%
790 GeV 	3.57E-01 ± 9.39%
795 GeV 	3.42E-01 ± 9.42%
800 GeV 	3.28E-01 ± 9.46%
805 GeV 	3.14E-01 ± 9.5%
810 GeV 	3.02E-01 ± 9.54%
815 GeV 	2.89E-01 ± 9.58%
820 GeV 	2.78E-01 ± 9.62%
825 GeV 	2.66E-01 ± 9.66%
830 GeV 	2.56E-01 ± 9.7%
835 GeV 	2.45E-01 ± 9.74%
840 GeV 	2.36E-01 ± 9.78%
845 GeV 	2.26E-01 ± 9.82%
850 GeV 	2.17E-01 ± 9.86%
855 GeV 	2.09E-01 ± 9.9%
860 GeV 	2.01E-01 ± 9.94%
865 GeV 	1.93E-01 ± 9.98%
870 GeV 	1.85E-01 ± 10.02%
875 GeV 	1.78E-01 ± 10.06%
880 GeV 	1.71E-01 ± 10.1%
885 GeV 	1.64E-01 ± 10.14%
890 GeV 	1.58E-01 ± 10.18%
895 GeV 	1.52E-01 ± 10.22%
900 GeV 	1.46E-01 ± 10.26%
905 GeV 	1.41E-01 ± 10.3%
910 GeV 	1.35E-01 ± 10.34%
915 GeV 	1.30E-01 ± 10.38%
920 GeV 	1.25E-01 ± 10.42%
925 GeV 	1.21E-01 ± 10.47%
930 GeV 	1.16E-01 ± 10.51%
935 GeV 	1.12E-01 ± 10.55%
940 GeV 	1.08E-01 ± 10.59%
945 GeV 	1.04E-01 ± 10.63%
950 GeV 	9.97E-02 ± 10.67%
955 GeV 	9.60E-02 ± 10.71%
960 GeV 	9.25E-02 ± 10.76%
965 GeV 	8.91E-02 ± 10.8%
970 GeV 	8.58E-02 ± 10.84%
975 GeV 	8.27E-02 ± 10.88%
980 GeV 	7.97E-02 ± 10.93%
985 GeV 	7.68E-02 ± 10.97%
990 GeV 	7.40E-02 ± 11.01%
995 GeV 	7.13E-02 ± 11.06%
1000 GeV 	6.88E-02 ± 11.1%
1005 GeV 	6.63E-02 ± 11.14%
1010 GeV 	6.39E-02 ± 11.19%
1015 GeV 	6.16E-02 ± 11.23%
1020 GeV 	5.94E-02 ± 11.28%
1025 GeV 	5.73E-02 ± 11.32%
1030 GeV 	5.53E-02 ± 11.37%
1035 GeV 	5.34E-02 ± 11.41%
1040 GeV 	5.15E-02 ± 11.46%
1045 GeV 	4.97E-02 ± 11.51%
1050 GeV 	4.79E-02 ± 11.55%
1055 GeV 	4.63E-02 ± 11.6%
1060 GeV 	4.47E-02 ± 11.64%
1065 GeV 	4.31E-02 ± 11.69%
1070 GeV 	4.16E-02 ± 11.74%
1075 GeV 	4.02E-02 ± 11.79%
1080 GeV 	3.88E-02 ± 11.83%
1085 GeV 	3.75E-02 ± 11.88%
1090 GeV 	3.62E-02 ± 11.93%
1095 GeV 	3.49E-02 ± 11.98%
1100 GeV 	3.37E-02 ± 12.02%
1105 GeV 	3.26E-02 ± 12.07%
1110 GeV 	3.15E-02 ± 12.12%
1115 GeV 	3.04E-02 ± 12.17%
1120 GeV 	2.94E-02 ± 12.22%
1125 GeV 	2.84E-02 ± 12.27%
1130 GeV 	2.74E-02 ± 12.32%
1135 GeV 	2.65E-02 ± 12.36%
1140 GeV 	2.56E-02 ± 12.41%
1145 GeV 	2.48E-02 ± 12.46%
1150 GeV 	2.39E-02 ± 12.51%
1155 GeV 	2.31E-02 ± 12.56%
1160 GeV 	2.24E-02 ± 12.61%
1165 GeV 	2.16E-02 ± 12.66%
1170 GeV 	2.09E-02 ± 12.71%
1175 GeV 	2.02E-02 ± 12.76%
1180 GeV 	1.96E-02 ± 12.82%
1185 GeV 	1.89E-02 ± 12.87%
1190 GeV 	1.83E-02 ± 12.92%
1195 GeV 	1.77E-02 ± 12.97%
1200 GeV 	1.71E-02 ± 13.02%
1205 GeV 	1.66E-02 ± 13.07%
1210 GeV 	1.60E-02 ± 13.12%
1215 GeV 	1.55E-02 ± 13.18%
1220 GeV 	1.50E-02 ± 13.23%
1225 GeV 	1.45E-02 ± 13.28%
1230 GeV 	1.41E-02 ± 13.33%
1235 GeV 	1.36E-02 ± 13.38%
1240 GeV 	1.32E-02 ± 13.44%
1245 GeV 	1.27E-02 ± 13.49%
1250 GeV 	1.23E-02 ± 13.54%
1255 GeV 	1.19E-02 ± 13.59%
1260 GeV 	1.16E-02 ± 13.65%
1265 GeV 	1.12E-02 ± 13.7%
1270 GeV 	1.08E-02 ± 13.76%
1275 GeV 	1.05E-02 ± 13.81%
1280 GeV 	1.02E-02 ± 13.86%
1285 GeV 	9.84E-03 ± 13.92%
1290 GeV 	9.53E-03 ± 13.97%
1295 GeV 	9.23E-03 ± 14.03%
1300 GeV 	8.94E-03 ± 14.08%
1305 GeV 	8.66E-03 ± 14.14%
1310 GeV 	8.39E-03 ± 14.19%
1315 GeV 	8.13E-03 ± 14.25%
1320 GeV 	7.87E-03 ± 14.3%
1325 GeV 	7.63E-03 ± 14.36%
1330 GeV 	7.39E-03 ± 14.41%
1335 GeV 	7.16E-03 ± 14.47%
1340 GeV 	6.94E-03 ± 14.52%
1345 GeV 	6.72E-03 ± 14.58%
1350 GeV 	6.52E-03 ± 14.64%
1355 GeV 	6.31E-03 ± 14.69%
1360 GeV 	6.12E-03 ± 14.75%
1365 GeV 	5.93E-03 ± 14.81%
1370 GeV 	5.75E-03 ± 14.86%
1375 GeV 	5.57E-03 ± 14.92%
1380 GeV 	5.40E-03 ± 14.98%
1385 GeV 	5.24E-03 ± 15.04%
1390 GeV 	5.08E-03 ± 15.1%
1395 GeV 	4.92E-03 ± 15.16%
1400 GeV 	4.77E-03 ± 15.22%
1405 GeV 	4.63E-03 ± 15.28%
1410 GeV 	4.49E-03 ± 15.34%
1415 GeV 	4.35E-03 ± 15.4%
1420 GeV 	4.22E-03 ± 15.46%
1425 GeV 	4.09E-03 ± 15.52%
1430 GeV 	3.97E-03 ± 15.58%
1435 GeV 	3.85E-03 ± 15.64%
1440 GeV 	3.74E-03 ± 15.7%
1445 GeV 	3.62E-03 ± 15.76%
1450 GeV 	3.51E-03 ± 15.83%
1455 GeV 	3.41E-03 ± 15.89%
1460 GeV 	3.31E-03 ± 15.95%
1465 GeV 	3.21E-03 ± 16.01%
1470 GeV 	3.11E-03 ± 16.08%
1475 GeV 	3.02E-03 ± 16.14%
1480 GeV 	2.93E-03 ± 16.21%
1485 GeV 	2.84E-03 ± 16.27%
1490 GeV 	2.76E-03 ± 16.33%
1495 GeV 	2.68E-03 ± 16.4%
1500 GeV 	2.60E-03 ± 16.46%
1505 GeV 	2.52E-03 ± 16.53%
1510 GeV 	2.45E-03 ± 16.59%
1515 GeV 	2.38E-03 ± 16.65%
1520 GeV 	2.31E-03 ± 16.72%
1525 GeV 	2.24E-03 ± 16.78%
1530 GeV 	2.17E-03 ± 16.85%
1535 GeV 	2.11E-03 ± 16.91%
1540 GeV 	2.05E-03 ± 16.98%
1545 GeV 	1.99E-03 ± 17.05%
1550 GeV 	1.93E-03 ± 17.11%
1555 GeV 	1.87E-03 ± 17.18%
1560 GeV 	1.82E-03 ± 17.25%
1565 GeV 	1.76E-03 ± 17.31%
1570 GeV 	1.71E-03 ± 17.38%
1575 GeV 	1.66E-03 ± 17.45%
1580 GeV 	1.62E-03 ± 17.51%
1585 GeV 	1.57E-03 ± 17.58%
1590 GeV 	1.52E-03 ± 17.65%
1595 GeV 	1.48E-03 ± 17.72%
1600 GeV 	1.44E-03 ± 17.79%
1605 GeV 	1.40E-03 ± 17.86%
1610 GeV 	1.36E-03 ± 17.93%
1615 GeV 	1.32E-03 ± 18.0%
1620 GeV 	1.28E-03 ± 18.07%
1625 GeV 	1.24E-03 ± 18.14%
1630 GeV 	1.21E-03 ± 18.21%
1635 GeV 	1.17E-03 ± 18.28%
1640 GeV 	1.14E-03 ± 18.35%
1645 GeV 	1.11E-03 ± 18.43%
1650 GeV 	1.07E-03 ± 18.5%
1655 GeV 	1.04E-03 ± 18.57%
1660 GeV 	1.01E-03 ± 18.64%
1665 GeV 	9.85E-04 ± 18.72%
1670 GeV 	9.57E-04 ± 18.79%
1675 GeV 	9.30E-04 ± 18.86%
1680 GeV 	9.03E-04 ± 18.94%
1685 GeV 	8.78E-04 ± 19.01%
1690 GeV 	8.53E-04 ± 19.08%
1695 GeV 	8.29E-04 ± 19.16%
1700 GeV 	8.05E-04 ± 19.23%
1705 GeV 	7.82E-04 ± 19.31%
1710 GeV 	7.60E-04 ± 19.38%
1715 GeV 	7.39E-04 ± 19.45%
1720 GeV 	7.18E-04 ± 19.53%
1725 GeV 	6.98E-04 ± 19.6%
1730 GeV 	6.78E-04 ± 19.68%
1735 GeV 	6.59E-04 ± 19.76%
1740 GeV 	6.41E-04 ± 19.83%
1745 GeV 	6.23E-04 ± 19.91%
1750 GeV 	6.05E-04 ± 19.98%
1755 GeV 	5.88E-04 ± 20.06%
1760 GeV 	5.72E-04 ± 20.14%
1765 GeV 	5.56E-04 ± 20.21%
1770 GeV 	5.40E-04 ± 20.29%
1775 GeV 	5.25E-04 ± 20.37%
1780 GeV 	5.11E-04 ± 20.45%
1785 GeV 	4.96E-04 ± 20.53%
1790 GeV 	4.83E-04 ± 20.6%
1795 GeV 	4.69E-04 ± 20.68%
1800 GeV 	4.56E-04 ± 20.76%
1805 GeV 	4.43E-04 ± 20.84%
1810 GeV 	4.31E-04 ± 20.92%
1815 GeV 	4.19E-04 ± 21.0%
1820 GeV 	4.08E-04 ± 21.08%
1825 GeV 	3.96E-04 ± 21.17%
1830 GeV 	3.85E-04 ± 21.25%
1835 GeV 	3.75E-04 ± 21.33%
1840 GeV 	3.64E-04 ± 21.41%
1845 GeV 	3.54E-04 ± 21.49%
1850 GeV 	3.44E-04 ± 21.58%
1855 GeV 	3.35E-04 ± 21.66%
1860 GeV 	3.26E-04 ± 21.74%
1865 GeV 	3.17E-04 ± 21.83%
1870 GeV 	3.08E-04 ± 21.91%
1875 GeV 	3.00E-04 ± 21.99%
1880 GeV 	2.91E-04 ± 22.08%
1885 GeV 	2.83E-04 ± 22.16%
1890 GeV 	2.76E-04 ± 22.25%
1895 GeV 	2.68E-04 ± 22.33%
1900 GeV 	2.61E-04 ± 22.42%
1905 GeV 	2.54E-04 ± 22.51%
1910 GeV 	2.47E-04 ± 22.59%
1915 GeV 	2.40E-04 ± 22.68%
1920 GeV 	2.33E-04 ± 22.77%
1925 GeV 	2.27E-04 ± 22.85%
1930 GeV 	2.21E-04 ± 22.94%
1935 GeV 	2.15E-04 ± 23.03%
1940 GeV 	2.09E-04 ± 23.12%
1945 GeV 	2.03E-04 ± 23.2%
1950 GeV 	1.98E-04 ± 23.29%
1955 GeV 	1.92E-04 ± 23.38%
1960 GeV 	1.87E-04 ± 23.47%
1965 GeV 	1.82E-04 ± 23.56%
1970 GeV 	1.77E-04 ± 23.65%
1975 GeV 	1.72E-04 ± 23.74%
1980 GeV 	1.68E-04 ± 23.83%
1985 GeV 	1.63E-04 ± 23.92%
1990 GeV 	1.59E-04 ± 24.01%
1995 GeV 	1.54E-04 ± 24.11%
2000 GeV 	1.50E-04 ± 24.2%
2005 GeV 	1.46E-04 ± 24.29%
2010 GeV 	1.42E-04 ± 24.38%
2015 GeV 	1.38E-04 ± 24.48%
2020 GeV 	1.35E-04 ± 24.57%
2025 GeV 	1.31E-04 ± 24.67%
2030 GeV 	1.27E-04 ± 24.76%
2035 GeV 	1.24E-04 ± 24.86%
2040 GeV 	1.21E-04 ± 24.95%
2045 GeV 	1.17E-04 ± 25.05%
2050 GeV 	1.14E-04 ± 25.14%
2055 GeV 	1.11E-04 ± 25.24%
2060 GeV 	1.08E-04 ± 25.34%
2065 GeV 	1.05E-04 ± 25.43%
2070 GeV 	1.02E-04 ± 25.53%
2075 GeV 	9.96E-05 ± 25.63%
2080 GeV 	9.70E-05 ± 25.73%
2085 GeV 	9.44E-05 ± 25.83%
2090 GeV 	9.18E-05 ± 25.93%
2095 GeV 	8.94E-05 ± 26.03%
2100 GeV 	8.70E-05 ± 26.13%
2105 GeV 	8.46E-05 ± 26.23%
2110 GeV 	8.24E-05 ± 26.33%
2115 GeV 	8.02E-05 ± 26.43%
2120 GeV 	7.80E-05 ± 26.53%
2125 GeV 	7.59E-05 ± 26.63%
2130 GeV 	7.39E-05 ± 26.73%
2135 GeV 	7.19E-05 ± 26.84%
2140 GeV 	7.00E-05 ± 26.94%
2145 GeV 	6.81E-05 ± 27.04%
2150 GeV 	6.63E-05 ± 27.15%
2155 GeV 	6.45E-05 ± 27.25%
2160 GeV 	6.28E-05 ± 27.35%
2165 GeV 	6.12E-05 ± 27.46%
2170 GeV 	5.95E-05 ± 27.57%
2175 GeV 	5.79E-05 ± 27.67%
2180 GeV 	5.64E-05 ± 27.78%
2185 GeV 	5.49E-05 ± 27.89%
2190 GeV 	5.34E-05 ± 27.99%
2195 GeV 	5.20E-05 ± 28.1%
2200 GeV 	5.06E-05 ± 28.21%
2205 GeV 	4.93E-05 ± 28.32%
2210 GeV 	4.80E-05 ± 28.43%
2215 GeV 	4.67E-05 ± 28.54%
2220 GeV 	4.55E-05 ± 28.65%
2225 GeV 	4.42E-05 ± 28.76%
2230 GeV 	4.31E-05 ± 28.87%
2235 GeV 	4.19E-05 ± 28.99%
2240 GeV 	4.08E-05 ± 29.1%
2245 GeV 	3.97E-05 ± 29.21%
2250 GeV 	3.87E-05 ± 29.33%
2255 GeV 	3.77E-05 ± 29.44%
2260 GeV 	3.67E-05 ± 29.56%
2265 GeV 	3.57E-05 ± 29.67%
2270 GeV 	3.47E-05 ± 29.79%
2275 GeV 	3.38E-05 ± 29.91%
2280 GeV 	3.29E-05 ± 30.02%
2285 GeV 	3.21E-05 ± 30.14%
2290 GeV 	3.12E-05 ± 30.26%
2295 GeV 	3.04E-05 ± 30.38%
2300 GeV 	2.96E-05 ± 30.5%
2305 GeV 	2.88E-05 ± 30.62%
2310 GeV 	2.80E-05 ± 30.74%
2315 GeV 	2.73E-05 ± 30.86%
2320 GeV 	2.66E-05 ± 30.98%
2325 GeV 	2.59E-05 ± 31.1%
2330 GeV 	2.52E-05 ± 31.22%
2335 GeV 	2.45E-05 ± 31.35%
2340 GeV 	2.39E-05 ± 31.47%
2345 GeV 	2.33E-05 ± 31.59%
2350 GeV 	2.26E-05 ± 31.72%
2355 GeV 	2.20E-05 ± 31.84%
2360 GeV 	2.15E-05 ± 31.97%
2365 GeV 	2.09E-05 ± 32.09%
2370 GeV 	2.03E-05 ± 32.22%
2375 GeV 	1.98E-05 ± 32.35%
2380 GeV 	1.93E-05 ± 32.48%
2385 GeV 	1.88E-05 ± 32.6%
2390 GeV 	1.83E-05 ± 32.73%
2395 GeV 	1.78E-05 ± 32.86%
2400 GeV 	1.73E-05 ± 32.99%
2405 GeV 	1.69E-05 ± 33.12%
2410 GeV 	1.64E-05 ± 33.26%
2415 GeV 	1.60E-05 ± 33.39%
2420 GeV 	1.56E-05 ± 33.52%
2425 GeV 	1.52E-05 ± 33.65%
2430 GeV 	1.48E-05 ± 33.79%
2435 GeV 	1.44E-05 ± 33.92%
2440 GeV 	1.40E-05 ± 34.06%
2445 GeV 	1.36E-05 ± 34.19%
2450 GeV 	1.33E-05 ± 34.33%
2455 GeV 	1.29E-05 ± 34.47%
2460 GeV 	1.26E-05 ± 34.61%
2465 GeV 	1.23E-05 ± 34.75%
2470 GeV 	1.19E-05 ± 34.89%
2475 GeV 	1.16E-05 ± 35.03%
2480 GeV 	1.13E-05 ± 35.17%
2485 GeV 	1.10E-05 ± 35.31%
2490 GeV 	1.07E-05 ± 35.46%
2495 GeV 	1.05E-05 ± 35.6%
2500 GeV 	1.02E-05 ± 35.75%
2505 GeV 	9.91E-06 ± 35.89%
2510 GeV 	9.65E-06 ± 36.04%
2515 GeV 	9.40E-06 ± 36.19%
2520 GeV 	9.15E-06 ± 36.34%
2525 GeV 	8.91E-06 ± 36.49%
2530 GeV 	8.68E-06 ± 36.64%
2535 GeV 	8.45E-06 ± 36.8%
2540 GeV 	8.23E-06 ± 36.95%
2545 GeV 	8.01E-06 ± 37.1%
2550 GeV 	7.80E-06 ± 37.26%
2555 GeV 	7.60E-06 ± 37.42%
2560 GeV 	7.40E-06 ± 37.57%
2565 GeV 	7.21E-06 ± 37.73%
2570 GeV 	7.02E-06 ± 37.89%
2575 GeV 	6.83E-06 ± 38.06%
2580 GeV 	6.65E-06 ± 38.22%
2585 GeV 	6.48E-06 ± 38.38%
2590 GeV 	6.31E-06 ± 38.55%
2595 GeV 	6.14E-06 ± 38.71%
2600 GeV 	5.98E-06 ± 38.88%
2605 GeV 	5.83E-06 ± 39.05%
2610 GeV 	5.67E-06 ± 39.22%
2615 GeV 	5.53E-06 ± 39.39%
2620 GeV 	5.38E-06 ± 39.56%
2625 GeV 	5.24E-06 ± 39.74%
2630 GeV 	5.10E-06 ± 39.91%
2635 GeV 	4.97E-06 ± 40.09%
2640 GeV 	4.84E-06 ± 40.27%
2645 GeV 	4.71E-06 ± 40.45%
2650 GeV 	4.59E-06 ± 40.63%
2655 GeV 	4.47E-06 ± 40.81%
2660 GeV 	4.35E-06 ± 40.99%
2665 GeV 	4.24E-06 ± 41.17%
2670 GeV 	4.13E-06 ± 41.35%
2675 GeV 	4.02E-06 ± 41.53%
2680 GeV 	3.91E-06 ± 41.72%
2685 GeV 	3.81E-06 ± 41.9%
2690 GeV 	3.71E-06 ± 42.09%
2695 GeV 	3.61E-06 ± 42.28%
2700 GeV 	3.52E-06 ± 42.46%
2705 GeV 	3.43E-06 ± 42.65%
2710 GeV 	3.34E-06 ± 42.84%
2715 GeV 	3.25E-06 ± 43.03%
2720 GeV 	3.16E-06 ± 43.22%
2725 GeV 	3.08E-06 ± 43.41%
2730 GeV 	3.00E-06 ± 43.6%
2735 GeV 	2.92E-06 ± 43.79%
2740 GeV 	2.85E-06 ± 43.98%
2745 GeV 	2.77E-06 ± 44.17%
2750 GeV 	2.70E-06 ± 44.36%
2755 GeV 	2.63E-06 ± 44.56%
2760 GeV 	2.56E-06 ± 44.75%
2765 GeV 	2.49E-06 ± 44.95%
2770 GeV 	2.43E-06 ± 45.14%
2775 GeV 	2.36E-06 ± 45.33%
2780 GeV 	2.30E-06 ± 45.53%
2785 GeV 	2.24E-06 ± 45.73%
2790 GeV 	2.18E-06 ± 45.92%
2795 GeV 	2.13E-06 ± 46.12%
2800 GeV 	2.07E-06 ± 46.31%
2805 GeV 	2.02E-06 ± 46.51%
2810 GeV 	1.96E-06 ± 46.7%
2815 GeV 	1.91E-06 ± 46.89%
2820 GeV 	1.86E-06 ± 47.09%
2825 GeV 	1.81E-06 ± 47.28%
2830 GeV 	1.77E-06 ± 47.47%
2835 GeV 	1.72E-06 ± 47.67%
2840 GeV 	1.68E-06 ± 47.86%
2845 GeV 	1.63E-06 ± 48.06%
2850 GeV 	1.59E-06 ± 48.26%
2855 GeV 	1.55E-06 ± 48.45%
2860 GeV 	1.51E-06 ± 48.65%
2865 GeV 	1.47E-06 ± 48.85%
2870 GeV 	1.43E-06 ± 49.05%
2875 GeV 	1.39E-06 ± 49.25%
2880 GeV 	1.36E-06 ± 49.46%
2885 GeV 	1.32E-06 ± 49.66%
2890 GeV 	1.29E-06 ± 49.86%
2895 GeV 	1.25E-06 ± 50.07%
2900 GeV 	1.22E-06 ± 50.28%
2905 GeV 	1.19E-06 ± 50.48%
2910 GeV 	1.16E-06 ± 50.69%
2915 GeV 	1.13E-06 ± 50.9%
2920 GeV 	1.10E-06 ± 51.12%
2925 GeV 	1.07E-06 ± 51.33%
2930 GeV 	1.04E-06 ± 51.55%
2935 GeV 	1.01E-06 ± 51.76%
2940 GeV 	9.88E-07 ± 51.98%
2945 GeV 	9.62E-07 ± 52.2%
2950 GeV 	9.37E-07 ± 52.42%
2955 GeV 	9.13E-07 ± 52.65%
2960 GeV 	8.89E-07 ± 52.87%
2965 GeV 	8.66E-07 ± 53.1%
2970 GeV 	8.43E-07 ± 53.33%
2975 GeV 	8.21E-07 ± 53.56%
2980 GeV 	8.00E-07 ± 53.79%
2985 GeV 	7.79E-07 ± 54.03%
2990 GeV 	7.59E-07 ± 54.26%
2995 GeV 	7.39E-07 ± 54.5%
3000 GeV 	7.20E-07 ± 54.75%
