#: table_doi: 10.17182/hepdata.79165.v2/t14
#: name: Efficiency 1
#: description: Signal efficiency (in %) in the ( M(SBOTTOM), M(NEUTRALINO) ) mass plane for the symmetric decay of the sbottom into bottom quark and neutralino, for the b0L-SRA350 signal region.
#: data_file: data13.yaml
#: data_license:   
#: keyword reactions: P P --> SBOTTOM SBOTTOMBAR X
#: keyword observables: Efficiency
#: keyword phrases: Proton-Proton Scattering | Supersymmetry | SUSY
#: keyword cmenergies: 13000.0
#: RE,P P --> SBOTTOM SBOTTOMBAR X
#: SQRT(S) [GEV],13000.0
M(SBOTTOM) [GEV],M(NEUTRALINO) [GEV],EFFICIENCY [PCT]
1250.0,150.0,21.0
1250.0,200.0,21.0
1250.0,250.0,22.0
1250.0,300.0,24.0
1250.0,350.0,24.0
1250.0,400.0,24.0
1250.0,450.0,25.0
1250.0,50.0,22.0
1250.0,500.0,29.0
1250.0,550.0,27.0
1250.0,600.0,29.0
1300.0,100.0,20.0
1300.0,150.0,22.0
1300.0,200.0,20.0
1300.0,250.0,20.0
1300.0,300.0,26.0
1300.0,350.0,23.0
1300.0,400.0,23.0
1300.0,450.0,22.0
1300.0,50.0,20.0
1300.0,500.0,27.0
1300.0,550.0,28.0
1300.0,600.0,30.0
250.0,200.0,49.0
250.0,230.0,296.0
250.0,245.0,101.0
300.0,100.0,74.0
300.0,150.0,370.0
300.0,230.0,0.0
300.0,250.0,28.0
300.0,280.0,214.0
300.0,295.0,0.0
350.0,150.0,140.0
350.0,250.0,128.0
350.0,300.0,81.0
350.0,330.0,120.0
350.0,345.0,88.0
400.0,1.0,56.0
400.0,100.0,65.0
400.0,150.0,84.0
400.0,200.0,66.0
400.0,300.0,123.0
400.0,350.0,75.0
400.0,380.0,0.0
400.0,395.0,309.0
425.0,325.0,148.0
425.0,375.0,104.0
425.0,405.0,195.0
450.0,150.0,60.0
450.0,200.0,75.0
450.0,300.0,0.0
450.0,350.0,74.0
450.0,400.0,266.0
450.0,430.0,144.0
450.0,445.0,358.0
475.0,375.0,212.0
475.0,425.0,342.0
475.0,455.0,153.0
475.0,470.0,68.0
500.0,1.0,49.0
500.0,100.0,51.0
500.0,150.0,53.0
500.0,200.0,55.0
500.0,250.0,65.0
500.0,300.0,79.0
500.0,350.0,100.0
500.0,400.0,54.0
500.0,450.0,0.0
500.0,480.0,104.0
500.0,495.0,0.0
550.0,1.0,47.0
550.0,100.0,52.0
550.0,200.0,50.0
550.0,250.0,54.0
550.0,300.0,58.0
550.0,350.0,80.0
550.0,400.0,155.0
550.0,450.0,101.0
550.0,500.0,222.0
550.0,545.0,143.0
600.0,1.0,47.0
600.0,100.0,49.0
600.0,150.0,48.0
600.0,200.0,48.0
600.0,300.0,61.0
600.0,350.0,58.0
600.0,400.0,68.0
600.0,450.0,273.0
600.0,500.0,293.0
600.0,550.0,0.0
600.0,580.0,43.0
600.0,595.0,71.0
650.0,1.0,43.0
650.0,100.0,44.0
650.0,150.0,47.0
650.0,200.0,46.0
650.0,250.0,50.0
650.0,300.0,49.0
650.0,350.0,47.0
650.0,400.0,51.0
650.0,450.0,88.0
650.0,500.0,49.0
650.0,550.0,48.0
650.0,600.0,0.0
700.0,1.0,39.0
700.0,100.0,43.0
700.0,150.0,44.0
700.0,200.0,45.0
700.0,250.0,47.0
700.0,300.0,46.0
700.0,350.0,50.0
700.0,400.0,49.0
700.0,450.0,60.0
700.0,500.0,81.0
700.0,550.0,23.0
700.0,600.0,0.0
750.0,1.0,39.0
750.0,100.0,41.0
750.0,150.0,44.0
750.0,200.0,42.0
750.0,250.0,44.0
750.0,300.0,45.0
750.0,350.0,48.0
750.0,400.0,48.0
750.0,450.0,53.0
750.0,500.0,63.0
750.0,550.0,103.0
750.0,600.0,73.0
800.0,1.0,35.0
800.0,100.0,37.0
800.0,200.0,38.0
800.0,250.0,39.0
800.0,300.0,39.0
800.0,350.0,44.0
800.0,400.0,47.0
800.0,450.0,54.0
800.0,50.0,37.0
800.0,500.0,51.0
800.0,550.0,58.0
800.0,600.0,93.0
850.0,1.0,31.0
850.0,100.0,35.0
850.0,200.0,35.0
850.0,250.0,36.0
850.0,300.0,35.0
850.0,350.0,38.0
850.0,400.0,44.0
850.0,450.0,45.0
850.0,50.0,32.0
850.0,500.0,48.0
850.0,550.0,56.0
850.0,600.0,57.0
900.0,1.0,34.0
900.0,100.0,34.0
900.0,150.0,31.0
900.0,200.0,36.0
900.0,250.0,33.0
900.0,300.0,39.0
900.0,350.0,37.0
900.0,400.0,41.0
900.0,450.0,40.0
900.0,50.0,32.0
900.0,500.0,45.0
900.0,550.0,47.0
900.0,600.0,51.0
950.0,1.0,29.0
950.0,100.0,28.0
950.0,150.0,31.0
950.0,200.0,35.0
950.0,250.0,32.0
950.0,300.0,34.0
950.0,350.0,37.0
950.0,400.0,40.0
950.0,450.0,36.0
950.0,50.0,33.0
950.0,500.0,51.0
950.0,550.0,47.0

