#: table_doi: 10.17182/hepdata.79165.v2/t4
#: name: Acceptance 3
#: description: Signal acceptance (in %) in the ( M(SBOTTOM), M(NEUTRALINO) ) mass plane for the symmetric decay of the sbottom into bottom quark and neutralino, for the b0L-SRA550 signal region.
#: data_file: data3.yaml
#: data_license:   
#: keyword reactions: P P --> SBOTTOM SBOTTOMBAR X
#: keyword observables: Acceptance
#: keyword phrases: Proton-Proton Scattering | Supersymmetry | SUSY
#: keyword cmenergies: 13000.0
#: RE,P P --> SBOTTOM SBOTTOMBAR X
#: SQRT(S) [GEV],13000.0
M(SBOTTOM) [GEV],M(NEUTRALINO) [GEV],ACCEPTANCE [PCT]
400.0,100.0,0.0
400.0,150.0,0.0
400.0,200.0,0.0
400.0,300.0,0.0
400.0,350.0,0.0
400.0,380.0,0.0
400.0,395.0,0.0
425.0,325.0,0.0
425.0,375.0,0.0
425.0,405.0,0.0
450.0,150.0,0.0
450.0,200.0,0.0
450.0,300.0,0.0
450.0,350.0,0.0
450.0,400.0,0.0
450.0,430.0,0.0
450.0,445.0,0.0
475.0,375.0,0.0
475.0,425.0,0.0
475.0,455.0,0.0
475.0,470.0,0.0
500.0,1.0,0.04
500.0,100.0,0.03
500.0,150.0,0.01
500.0,200.0,0.0
500.0,250.0,0.0
500.0,300.0,0.0
500.0,350.0,0.0
500.0,400.0,0.0
500.0,450.0,0.0
500.0,480.0,0.0
500.0,495.0,0.0
550.0,1.0,0.17
550.0,100.0,0.11
550.0,200.0,0.04
550.0,250.0,0.0
550.0,300.0,0.0
550.0,350.0,0.0
550.0,400.0,0.0
550.0,450.0,0.0
550.0,500.0,0.0
550.0,530.0,0.0
550.0,545.0,0.0
600.0,1.0,0.86
600.0,100.0,0.55
600.0,150.0,0.24
600.0,200.0,0.08
600.0,300.0,0.01
600.0,350.0,0.0
600.0,400.0,0.0
600.0,450.0,0.0
600.0,500.0,0.0
600.0,550.0,0.0
600.0,580.0,0.0
600.0,595.0,0.0
650.0,1.0,1.88
650.0,100.0,1.52
650.0,150.0,1.19
650.0,200.0,0.62
650.0,250.0,0.18
650.0,300.0,0.06
650.0,350.0,0.01
650.0,400.0,0.01
650.0,450.0,0.0
650.0,500.0,0.01
650.0,550.0,0.0
650.0,600.0,0.0
700.0,1.0,4.06
700.0,100.0,3.38
700.0,150.0,2.36
700.0,200.0,1.59
700.0,250.0,0.95
700.0,300.0,0.32
700.0,350.0,0.08
700.0,400.0,0.03
700.0,450.0,0.01
700.0,500.0,0.01
700.0,550.0,0.0
700.0,600.0,0.0
750.0,1.0,5.83
750.0,100.0,5.03
750.0,150.0,4.35
750.0,200.0,3.28
750.0,250.0,3.07
750.0,300.0,1.39
750.0,350.0,0.36
750.0,400.0,0.1
750.0,450.0,0.03
750.0,500.0,0.02
750.0,550.0,0.0
750.0,600.0,0.01
800.0,1.0,7.53
800.0,100.0,6.71
800.0,200.0,5.33
800.0,250.0,4.32
800.0,300.0,3.12
800.0,350.0,1.88
800.0,400.0,0.69
800.0,450.0,0.17
800.0,50.0,7.7
800.0,500.0,0.04
800.0,550.0,0.0
800.0,600.0,0.0
850.0,1.0,9.42
850.0,100.0,9.3
850.0,200.0,7.21
850.0,250.0,6.88
850.0,300.0,5.57
850.0,350.0,3.98
850.0,400.0,2.34
850.0,450.0,1.07
850.0,50.0,9.04
850.0,500.0,0.19
850.0,550.0,0.08
850.0,600.0,0.0
900.0,1.0,10.5
900.0,100.0,10.76
900.0,150.0,10.17
900.0,200.0,10.45
900.0,250.0,9.14
900.0,300.0,7.28
900.0,350.0,6.38
900.0,400.0,4.47
900.0,450.0,2.64
900.0,50.0,11.69
900.0,500.0,1.26
900.0,550.0,0.1
900.0,600.0,0.02
950.0,1.0,12.19
950.0,100.0,12.47
950.0,150.0,12.74
950.0,200.0,10.68
950.0,250.0,10.64
950.0,300.0,9.8
950.0,350.0,8.12
950.0,400.0,6.95
950.0,450.0,5.08
950.0,50.0,13.48
950.0,500.0,2.3
950.0,550.0,1.18

