#: table_doi: 10.17182/hepdata.90835.v1/t32
#: name: T1qqqq cross section upper limits
#: description: The 95% CL observed upper limits on the production cross sections of the T1qqqq signal model as a function of the gluino and LSP masses.
#: data_file: t1qqqq_cross_section_upper_limits.yaml
#: keyword observables: SIG | CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> Q QBAR NEUTRALINO1
#: Upper Limit,Observed
#: LUMINOSITY [fb$^{-1}$],137
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV],Cross section upper limit at 95% CL [pb]
607.42,766.53,0.0
607.42,778.4,0.0
607.42,790.27,0.0
607.42,802.14,0.0
607.42,814.01,0.0
607.42,825.88,0.0
607.42,837.75,0.0
607.42,849.62,0.0
607.42,861.48,0.0
607.42,873.35,0.0
607.42,885.22,0.0
607.42,897.09,0.0
607.42,908.96,0.0
607.42,920.83,0.0
607.42,932.7,0.0
607.42,944.57,0.0
607.42,956.43,0.0
607.42,968.3,0.0
607.42,980.17,0.0
607.42,992.04,0.0
607.42,1003.9,0.0
607.42,1015.8,0.0
607.42,1027.6,0.0
607.42,1039.5,0.0
607.42,1051.4,0.0
607.42,1063.3,0.0
607.42,1075.1,0.0
607.42,1087.0,0.0
607.42,1098.9,0.0
607.42,1110.7,0.0
607.42,1122.6,0.0
607.42,1134.5,0.0
607.42,1146.3,0.0
607.42,1158.2,0.0
607.42,1170.1,0.0
607.42,1181.9,0.0
607.42,1193.8,0.0
607.42,1205.7,0.0
607.42,1217.5,0.0
607.42,1229.4,0.0
607.42,1241.3,0.0
607.42,1253.2,0.0
607.42,1265.0,0.0
607.42,1276.9,0.0
607.42,1288.8,0.0
607.42,1300.6,0.0
607.42,1312.5,0.0
607.42,1324.4,0.0
607.42,1336.2,0.0
607.42,1348.1,0.0
607.42,1360.0,0.0
607.42,1371.8,0.0
607.42,1383.7,0.0
607.42,1395.6,0.0
607.42,1407.4,0.0
607.42,1419.3,0.0
607.42,1431.2,0.0
607.42,1443.1,0.0
607.42,1454.9,0.0
607.42,1466.8,0.0
607.42,1478.7,0.0
607.42,1490.5,0.0
607.42,1502.4,0.0
607.42,1514.3,0.0
607.42,1526.1,0.0
607.42,1538.0,0.0
607.42,1549.9,0.0
607.42,1561.7,0.0
607.42,1573.6,0.0
607.42,1585.5,0.0
607.42,1597.3,0.0
607.42,1609.2,0.0
607.42,1621.1,0.0
607.42,1633.0,0.0
607.42,1644.8,0.0
607.42,1656.7,0.0
607.42,1668.6,0.0
607.42,1680.4,0.0
607.42,1692.3,0.0
607.42,1704.2,0.0
607.42,1716.0,0.0
607.42,1727.9,0.0
607.42,1739.8,0.0
607.42,1751.6,0.0
607.42,1763.5,0.0
607.42,1775.4,0.0
607.42,1787.2,0.0
607.42,1799.1,0.0
607.42,1811.0,0.0
607.42,1822.9,0.0
607.42,1834.7,0.0
607.42,1846.6,0.0
607.42,1858.5,0.0
607.42,1870.3,0.0
607.42,1882.2,0.0
607.42,1894.1,0.0
622.27,6.9344,0.032881
622.27,18.803,0.033015
622.27,30.672,0.03315
622.27,42.541,0.033285
622.27,54.409,0.03342
622.27,66.278,0.033555
622.27,78.147,0.033691
622.27,90.016,0.033947
622.27,101.88,0.034395
622.27,113.75,0.035865
622.27,125.62,0.037334
622.27,137.49,0.038803
622.27,149.36,0.040272
622.27,161.23,0.041742
622.27,173.1,0.043211
622.27,184.97,0.04468
622.27,196.83,0.046149
622.27,208.7,0.047619
622.27,220.57,0.049088
622.27,232.44,0.050557
622.27,244.31,0.052026
622.27,256.18,0.05344
622.27,268.05,0.053982
622.27,279.92,0.054524
622.27,291.78,0.055066
622.27,303.65,0.056079
622.27,315.52,0.058151
622.27,327.39,0.061091
622.27,339.26,0.065172
622.27,351.13,0.069253
622.27,363.0,0.073335
622.27,374.87,0.077416
622.27,386.73,0.081497
622.27,398.6,0.085579
622.27,410.47,0.090186
622.27,422.34,0.094864
622.27,434.21,0.099542
622.27,446.08,0.10472
622.27,457.95,0.11322
622.27,469.82,0.12173
622.27,481.68,0.13023
622.27,493.55,0.13873
622.27,505.42,0.15307
622.27,517.29,0.17435
622.27,529.16,0.19387
622.27,541.03,0.20046
622.27,552.9,0.20713
622.27,564.77,0.21458
622.27,576.63,0.22883
622.27,588.5,0.24362
622.27,600.37,0.0
622.27,612.24,0.0
622.27,624.11,0.0
622.27,635.98,0.0
622.27,647.85,0.0
622.27,659.72,0.0
622.27,671.58,0.0
622.27,683.45,0.0
622.27,695.32,0.0
622.27,707.19,0.0
622.27,719.06,0.0
622.27,730.93,0.0
622.27,742.8,0.0
622.27,754.67,0.0
622.27,766.53,0.0
622.27,778.4,0.0
622.27,790.27,0.0
622.27,802.14,0.0
622.27,814.01,0.0
622.27,825.88,0.0
622.27,837.75,0.0
622.27,849.62,0.0
622.27,861.48,0.0
622.27,873.35,0.0
622.27,885.22,0.0
622.27,897.09,0.0
622.27,908.96,0.0
622.27,920.83,0.0
622.27,932.7,0.0
622.27,944.57,0.0
622.27,956.43,0.0
622.27,968.3,0.0
622.27,980.17,0.0
622.27,992.04,0.0
622.27,1003.9,0.0
622.27,1015.8,0.0
622.27,1027.6,0.0
622.27,1039.5,0.0
622.27,1051.4,0.0
622.27,1063.3,0.0
622.27,1075.1,0.0
622.27,1087.0,0.0
622.27,1098.9,0.0
622.27,1110.7,0.0
622.27,1122.6,0.0
622.27,1134.5,0.0
622.27,1146.3,0.0
622.27,1158.2,0.0
622.27,1170.1,0.0
622.27,1181.9,0.0
622.27,1193.8,0.0
622.27,1205.7,0.0
622.27,1217.5,0.0
622.27,1229.4,0.0
622.27,1241.3,0.0
622.27,1253.2,0.0
622.27,1265.0,0.0
622.27,1276.9,0.0
622.27,1288.8,0.0
622.27,1300.6,0.0
622.27,1312.5,0.0
622.27,1324.4,0.0
622.27,1336.2,0.0
622.27,1348.1,0.0
622.27,1360.0,0.0
622.27,1371.8,0.0
622.27,1383.7,0.0
622.27,1395.6,0.0
622.27,1407.4,0.0
622.27,1419.3,0.0
622.27,1431.2,0.0
622.27,1443.1,0.0
622.27,1454.9,0.0
622.27,1466.8,0.0
622.27,1478.7,0.0
622.27,1490.5,0.0
622.27,1502.4,0.0
622.27,1514.3,0.0
622.27,1526.1,0.0
622.27,1538.0,0.0
622.27,1549.9,0.0
622.27,1561.7,0.0
622.27,1573.6,0.0
622.27,1585.5,0.0
622.27,1597.3,0.0
622.27,1609.2,0.0
622.27,1621.1,0.0
622.27,1633.0,0.0
622.27,1644.8,0.0
622.27,1656.7,0.0
622.27,1668.6,0.0
622.27,1680.4,0.0
622.27,1692.3,0.0
622.27,1704.2,0.0
622.27,1716.0,0.0
622.27,1727.9,0.0
622.27,1739.8,0.0
622.27,1751.6,0.0
622.27,1763.5,0.0
622.27,1775.4,0.0
622.27,1787.2,0.0
622.27,1799.1,0.0
622.27,1811.0,0.0
622.27,1822.9,0.0
622.27,1834.7,0.0
622.27,1846.6,0.0
622.27,1858.5,0.0
622.27,1870.3,0.0
622.27,1882.2,0.0
622.27,1894.1,0.0
637.11,6.9344,0.030692
637.11,18.803,0.030827
637.11,30.672,0.030961
637.11,42.541,0.031096
637.11,54.409,0.031231
637.11,66.278,0.031397
637.11,78.147,0.031652
637.11,90.016,0.031908
637.11,101.88,0.032356
637.11,113.75,0.033825
637.11,125.62,0.035294
637.11,137.49,0.036764
637.11,149.36,0.038233
637.11,161.23,0.039702
637.11,173.1,0.041172
637.11,184.97,0.042641
637.11,196.83,0.04411
637.11,208.7,0.045579
637.11,220.57,0.047049
637.11,232.44,0.047998
637.11,244.31,0.04854
637.11,256.18,0.049081
637.11,268.05,0.049623
637.11,279.92,0.050165
637.11,291.78,0.050707
637.11,303.65,0.05172
637.11,315.52,0.053792
637.11,327.39,0.055864
637.11,339.26,0.0583
637.11,351.13,0.062381
637.11,363.0,0.066463
637.11,374.87,0.070544
637.11,386.73,0.074625
637.11,398.6,0.078707
637.11,410.47,0.083314
637.11,422.34,0.087992
637.11,434.21,0.09267
637.11,446.08,0.097348
637.11,457.95,0.10203
637.11,469.82,0.1067
637.11,481.68,0.11379
637.11,493.55,0.12229
637.11,505.42,0.13663
637.11,517.29,0.15247
637.11,529.16,0.15906
637.11,541.03,0.16565
637.11,552.9,0.17231
637.11,564.77,0.18436
637.11,576.63,0.19862
637.11,588.5,0.21287
637.11,600.37,0.22868
637.11,612.24,0.24523
637.11,624.11,0.0
637.11,635.98,0.0
637.11,647.85,0.0
637.11,659.72,0.0
637.11,671.58,0.0
637.11,683.45,0.0
637.11,695.32,0.0
637.11,707.19,0.0
637.11,719.06,0.0
637.11,730.93,0.0
637.11,742.8,0.0
637.11,754.67,0.0
637.11,766.53,0.0
637.11,778.4,0.0
637.11,790.27,0.0
637.11,802.14,0.0
637.11,814.01,0.0
637.11,825.88,0.0
637.11,837.75,0.0
637.11,849.62,0.0
637.11,861.48,0.0
637.11,873.35,0.0
637.11,885.22,0.0
637.11,897.09,0.0
637.11,908.96,0.0
637.11,920.83,0.0
637.11,932.7,0.0
637.11,944.57,0.0
637.11,956.43,0.0
637.11,968.3,0.0
637.11,980.17,0.0
637.11,992.04,0.0
637.11,1003.9,0.0
637.11,1015.8,0.0
637.11,1027.6,0.0
637.11,1039.5,0.0
637.11,1051.4,0.0
637.11,1063.3,0.0
637.11,1075.1,0.0
637.11,1087.0,0.0
637.11,1098.9,0.0
637.11,1110.7,0.0
637.11,1122.6,0.0
637.11,1134.5,0.0
637.11,1146.3,0.0
637.11,1158.2,0.0
637.11,1170.1,0.0
637.11,1181.9,0.0
637.11,1193.8,0.0
637.11,1205.7,0.0
637.11,1217.5,0.0
637.11,1229.4,0.0
637.11,1241.3,0.0
637.11,1253.2,0.0
637.11,1265.0,0.0
637.11,1276.9,0.0
637.11,1288.8,0.0
637.11,1300.6,0.0
637.11,1312.5,0.0
637.11,1324.4,0.0
637.11,1336.2,0.0
637.11,1348.1,0.0
637.11,1360.0,0.0
637.11,1371.8,0.0
637.11,1383.7,0.0
637.11,1395.6,0.0
637.11,1407.4,0.0
637.11,1419.3,0.0
637.11,1431.2,0.0
637.11,1443.1,0.0
637.11,1454.9,0.0
637.11,1466.8,0.0
637.11,1478.7,0.0
637.11,1490.5,0.0
637.11,1502.4,0.0
637.11,1514.3,0.0
637.11,1526.1,0.0
637.11,1538.0,0.0
637.11,1549.9,0.0
637.11,1561.7,0.0
637.11,1573.6,0.0
637.11,1585.5,0.0
637.11,1597.3,0.0
637.11,1609.2,0.0
637.11,1621.1,0.0
637.11,1633.0,0.0
637.11,1644.8,0.0
637.11,1656.7,0.0
637.11,1668.6,0.0
637.11,1680.4,0.0
637.11,1692.3,0.0
637.11,1704.2,0.0
637.11,1716.0,0.0
637.11,1727.9,0.0
637.11,1739.8,0.0
637.11,1751.6,0.0
637.11,1763.5,0.0
637.11,1775.4,0.0
637.11,1787.2,0.0
637.11,1799.1,0.0
637.11,1811.0,0.0
637.11,1822.9,0.0
637.11,1834.7,0.0
637.11,1846.6,0.0
637.11,1858.5,0.0
637.11,1870.3,0.0
637.11,1882.2,0.0
637.11,1894.1,0.0
651.95,6.9344,0.028503
651.95,18.803,0.028638
651.95,30.672,0.028773
651.95,42.541,0.028908
651.95,54.409,0.029102
651.95,66.278,0.029357
651.95,78.147,0.029613
651.95,90.016,0.029868
651.95,101.88,0.030317
651.95,113.75,0.031786
651.95,125.62,0.033255
651.95,137.49,0.034724
651.95,149.36,0.036194
651.95,161.23,0.037663
651.95,173.1,0.039132
651.95,184.97,0.040601
651.95,196.83,0.042013
651.95,208.7,0.042555
651.95,220.57,0.043097
651.95,232.44,0.043639
651.95,244.31,0.044181
651.95,256.18,0.044723
651.95,268.05,0.045265
651.95,279.92,0.045807
651.95,291.78,0.046349
651.95,303.65,0.047362
651.95,315.52,0.049433
651.95,327.39,0.051505
651.95,339.26,0.053577
651.95,351.13,0.055649
651.95,363.0,0.059591
651.95,374.87,0.063672
651.95,386.73,0.067754
651.95,398.6,0.071835
651.95,410.47,0.076442
651.95,422.34,0.08112
651.95,434.21,0.085798
651.95,446.08,0.090476
651.95,457.95,0.095154
651.95,469.82,0.099831
651.95,481.68,0.10451
651.95,493.55,0.10919
651.95,505.42,0.11376
651.95,517.29,0.12035
651.95,529.16,0.12694
651.95,541.03,0.13353
651.95,552.9,0.14143
651.95,564.77,0.15568
651.95,576.63,0.16994
651.95,588.5,0.18419
651.95,600.37,0.19853
651.95,612.24,0.21548
651.95,624.11,0.23242
651.95,635.98,0.0
651.95,647.85,0.0
651.95,659.72,0.0
651.95,671.58,0.0
651.95,683.45,0.0
651.95,695.32,0.0
651.95,707.19,0.0
651.95,719.06,0.0
651.95,730.93,0.0
651.95,742.8,0.0
651.95,754.67,0.0
651.95,766.53,0.0
651.95,778.4,0.0
651.95,790.27,0.0
651.95,802.14,0.0
651.95,814.01,0.0
651.95,825.88,0.0
651.95,837.75,0.0
651.95,849.62,0.0
651.95,861.48,0.0
651.95,873.35,0.0
651.95,885.22,0.0
651.95,897.09,0.0
651.95,908.96,0.0
651.95,920.83,0.0
651.95,932.7,0.0
651.95,944.57,0.0
651.95,956.43,0.0
651.95,968.3,0.0
651.95,980.17,0.0
651.95,992.04,0.0
651.95,1003.9,0.0
651.95,1015.8,0.0
651.95,1027.6,0.0
651.95,1039.5,0.0
651.95,1051.4,0.0
651.95,1063.3,0.0
651.95,1075.1,0.0
651.95,1087.0,0.0
651.95,1098.9,0.0
651.95,1110.7,0.0
651.95,1122.6,0.0
651.95,1134.5,0.0
651.95,1146.3,0.0
651.95,1158.2,0.0
651.95,1170.1,0.0
651.95,1181.9,0.0
651.95,1193.8,0.0
651.95,1205.7,0.0
651.95,1217.5,0.0
651.95,1229.4,0.0
651.95,1241.3,0.0
651.95,1253.2,0.0
651.95,1265.0,0.0
651.95,1276.9,0.0
651.95,1288.8,0.0
651.95,1300.6,0.0
651.95,1312.5,0.0
651.95,1324.4,0.0
651.95,1336.2,0.0
651.95,1348.1,0.0
651.95,1360.0,0.0
651.95,1371.8,0.0
651.95,1383.7,0.0
651.95,1395.6,0.0
651.95,1407.4,0.0
651.95,1419.3,0.0
651.95,1431.2,0.0
651.95,1443.1,0.0
651.95,1454.9,0.0
651.95,1466.8,0.0
651.95,1478.7,0.0
651.95,1490.5,0.0
651.95,1502.4,0.0
651.95,1514.3,0.0
651.95,1526.1,0.0
651.95,1538.0,0.0
651.95,1549.9,0.0
651.95,1561.7,0.0
651.95,1573.6,0.0
651.95,1585.5,0.0
651.95,1597.3,0.0
651.95,1609.2,0.0
651.95,1621.1,0.0
651.95,1633.0,0.0
651.95,1644.8,0.0
651.95,1656.7,0.0
651.95,1668.6,0.0
651.95,1680.4,0.0
651.95,1692.3,0.0
651.95,1704.2,0.0
651.95,1716.0,0.0
651.95,1727.9,0.0
651.95,1739.8,0.0
651.95,1751.6,0.0
651.95,1763.5,0.0
651.95,1775.4,0.0
651.95,1787.2,0.0
651.95,1799.1,0.0
651.95,1811.0,0.0
651.95,1822.9,0.0
651.95,1834.7,0.0
651.95,1846.6,0.0
651.95,1858.5,0.0
651.95,1870.3,0.0
651.95,1882.2,0.0
651.95,1894.1,0.0
666.8,6.9344,0.026314
666.8,18.803,0.026449
666.8,30.672,0.026584
666.8,42.541,0.026807
666.8,54.409,0.027062
666.8,66.278,0.027318
666.8,78.147,0.027574
666.8,90.016,0.027829
666.8,101.88,0.028277
666.8,113.75,0.029747
666.8,125.62,0.031216
666.8,137.49,0.032685
666.8,149.36,0.034154
666.8,161.23,0.035624
666.8,173.1,0.03657
666.8,184.97,0.037112
666.8,196.83,0.037654
666.8,208.7,0.038196
666.8,220.57,0.038738
666.8,232.44,0.03928
666.8,244.31,0.039822
666.8,256.18,0.040364
666.8,268.05,0.040906
666.8,279.92,0.041448
666.8,291.78,0.04199
666.8,303.65,0.043003
666.8,315.52,0.045075
666.8,327.39,0.047147
666.8,339.26,0.049218
666.8,351.13,0.05129
666.8,363.0,0.053362
666.8,374.87,0.0568
666.8,386.73,0.060882
666.8,398.6,0.064963
666.8,410.47,0.069571
666.8,422.34,0.074248
666.8,434.21,0.078926
666.8,446.08,0.083604
666.8,457.95,0.088282
666.8,469.82,0.092611
666.8,481.68,0.096075
666.8,493.55,0.09954
666.8,505.42,0.10283
666.8,517.29,0.10605
666.8,529.16,0.11264
666.8,541.03,0.11923
666.8,552.9,0.12686
666.8,564.77,0.1377
666.8,576.63,0.15137
666.8,588.5,0.16562
666.8,600.37,0.17996
666.8,612.24,0.19692
666.8,624.11,0.21188
666.8,635.98,0.2228
666.8,647.85,0.0
666.8,659.72,0.0
666.8,671.58,0.0
666.8,683.45,0.0
666.8,695.32,0.0
666.8,707.19,0.0
666.8,719.06,0.0
666.8,730.93,0.0
666.8,742.8,0.0
666.8,754.67,0.0
666.8,766.53,0.0
666.8,778.4,0.0
666.8,790.27,0.0
666.8,802.14,0.0
666.8,814.01,0.0
666.8,825.88,0.0
666.8,837.75,0.0
666.8,849.62,0.0
666.8,861.48,0.0
666.8,873.35,0.0
666.8,885.22,0.0
666.8,897.09,0.0
666.8,908.96,0.0
666.8,920.83,0.0
666.8,932.7,0.0
666.8,944.57,0.0
666.8,956.43,0.0
666.8,968.3,0.0
666.8,980.17,0.0
666.8,992.04,0.0
666.8,1003.9,0.0
666.8,1015.8,0.0
666.8,1027.6,0.0
666.8,1039.5,0.0
666.8,1051.4,0.0
666.8,1063.3,0.0
666.8,1075.1,0.0
666.8,1087.0,0.0
666.8,1098.9,0.0
666.8,1110.7,0.0
666.8,1122.6,0.0
666.8,1134.5,0.0
666.8,1146.3,0.0
666.8,1158.2,0.0
666.8,1170.1,0.0
666.8,1181.9,0.0
666.8,1193.8,0.0
666.8,1205.7,0.0
666.8,1217.5,0.0
666.8,1229.4,0.0
666.8,1241.3,0.0
666.8,1253.2,0.0
666.8,1265.0,0.0
666.8,1276.9,0.0
666.8,1288.8,0.0
666.8,1300.6,0.0
666.8,1312.5,0.0
666.8,1324.4,0.0
666.8,1336.2,0.0
666.8,1348.1,0.0
666.8,1360.0,0.0
666.8,1371.8,0.0
666.8,1383.7,0.0
666.8,1395.6,0.0
666.8,1407.4,0.0
666.8,1419.3,0.0
666.8,1431.2,0.0
666.8,1443.1,0.0
666.8,1454.9,0.0
666.8,1466.8,0.0
666.8,1478.7,0.0
666.8,1490.5,0.0
666.8,1502.4,0.0
666.8,1514.3,0.0
666.8,1526.1,0.0
666.8,1538.0,0.0
666.8,1549.9,0.0
666.8,1561.7,0.0
666.8,1573.6,0.0
666.8,1585.5,0.0
666.8,1597.3,0.0
666.8,1609.2,0.0
666.8,1621.1,0.0
666.8,1633.0,0.0
666.8,1644.8,0.0
666.8,1656.7,0.0
666.8,1668.6,0.0
666.8,1680.4,0.0
666.8,1692.3,0.0
666.8,1704.2,0.0
666.8,1716.0,0.0
666.8,1727.9,0.0
666.8,1739.8,0.0
666.8,1751.6,0.0
666.8,1763.5,0.0
666.8,1775.4,0.0
666.8,1787.2,0.0
666.8,1799.1,0.0
666.8,1811.0,0.0
666.8,1822.9,0.0
666.8,1834.7,0.0
666.8,1846.6,0.0
666.8,1858.5,0.0
666.8,1870.3,0.0
666.8,1882.2,0.0
666.8,1894.1,0.0
681.64,6.9344,0.024126
681.64,18.803,0.02426
681.64,30.672,0.024512
681.64,42.541,0.024768
681.64,54.409,0.025023
681.64,66.278,0.025279
681.64,78.147,0.025534
681.64,90.016,0.02579
681.64,101.88,0.026238
681.64,113.75,0.027707
681.64,125.62,0.029177
681.64,137.49,0.030585
681.64,149.36,0.031127
681.64,161.23,0.031669
681.64,173.1,0.032211
681.64,184.97,0.032753
681.64,196.83,0.033295
681.64,208.7,0.033837
681.64,220.57,0.034379
681.64,232.44,0.034921
681.64,244.31,0.035463
681.64,256.18,0.036005
681.64,268.05,0.036547
681.64,279.92,0.037089
681.64,291.78,0.037631
681.64,303.65,0.038644
681.64,315.52,0.040716
681.64,327.39,0.042788
681.64,339.26,0.04486
681.64,351.13,0.046932
681.64,363.0,0.049004
681.64,374.87,0.051075
681.64,386.73,0.05401
681.64,398.6,0.058091
681.64,410.47,0.062699
681.64,422.34,0.067376
681.64,434.21,0.072054
681.64,446.08,0.075775
681.64,457.95,0.079239
681.64,469.82,0.082704
681.64,481.68,0.086168
681.64,493.55,0.089632
681.64,505.42,0.092919
681.64,517.29,0.095996
681.64,529.16,0.099072
681.64,541.03,0.10493
681.64,552.9,0.11256
681.64,564.77,0.1234
681.64,576.63,0.13424
681.64,588.5,0.14705
681.64,600.37,0.16139
681.64,612.24,0.17753
681.64,624.11,0.19133
681.64,635.98,0.20513
681.64,647.85,0.21109
681.64,659.72,0.0
681.64,671.58,0.0
681.64,683.45,0.0
681.64,695.32,0.0
681.64,707.19,0.0
681.64,719.06,0.0
681.64,730.93,0.0
681.64,742.8,0.0
681.64,754.67,0.0
681.64,766.53,0.0
681.64,778.4,0.0
681.64,790.27,0.0
681.64,802.14,0.0
681.64,814.01,0.0
681.64,825.88,0.0
681.64,837.75,0.0
681.64,849.62,0.0
681.64,861.48,0.0
681.64,873.35,0.0
681.64,885.22,0.0
681.64,897.09,0.0
681.64,908.96,0.0
681.64,920.83,0.0
681.64,932.7,0.0
681.64,944.57,0.0
681.64,956.43,0.0
681.64,968.3,0.0
681.64,980.17,0.0
681.64,992.04,0.0
681.64,1003.9,0.0
681.64,1015.8,0.0
681.64,1027.6,0.0
681.64,1039.5,0.0
681.64,1051.4,0.0
681.64,1063.3,0.0
681.64,1075.1,0.0
681.64,1087.0,0.0
681.64,1098.9,0.0
681.64,1110.7,0.0
681.64,1122.6,0.0
681.64,1134.5,0.0
681.64,1146.3,0.0
681.64,1158.2,0.0
681.64,1170.1,0.0
681.64,1181.9,0.0
681.64,1193.8,0.0
681.64,1205.7,0.0
681.64,1217.5,0.0
681.64,1229.4,0.0
681.64,1241.3,0.0
681.64,1253.2,0.0
681.64,1265.0,0.0
681.64,1276.9,0.0
681.64,1288.8,0.0
681.64,1300.6,0.0
681.64,1312.5,0.0
681.64,1324.4,0.0
681.64,1336.2,0.0
681.64,1348.1,0.0
681.64,1360.0,0.0
681.64,1371.8,0.0
681.64,1383.7,0.0
681.64,1395.6,0.0
681.64,1407.4,0.0
681.64,1419.3,0.0
681.64,1431.2,0.0
681.64,1443.1,0.0
681.64,1454.9,0.0
681.64,1466.8,0.0
681.64,1478.7,0.0
681.64,1490.5,0.0
681.64,1502.4,0.0
681.64,1514.3,0.0
681.64,1526.1,0.0
681.64,1538.0,0.0
681.64,1549.9,0.0
681.64,1561.7,0.0
681.64,1573.6,0.0
681.64,1585.5,0.0
681.64,1597.3,0.0
681.64,1609.2,0.0
681.64,1621.1,0.0
681.64,1633.0,0.0
681.64,1644.8,0.0
681.64,1656.7,0.0
681.64,1668.6,0.0
681.64,1680.4,0.0
681.64,1692.3,0.0
681.64,1704.2,0.0
681.64,1716.0,0.0
681.64,1727.9,0.0
681.64,1739.8,0.0
681.64,1751.6,0.0
681.64,1763.5,0.0
681.64,1775.4,0.0
681.64,1787.2,0.0
681.64,1799.1,0.0
681.64,1811.0,0.0
681.64,1822.9,0.0
681.64,1834.7,0.0
681.64,1846.6,0.0
681.64,1858.5,0.0
681.64,1870.3,0.0
681.64,1882.2,0.0
681.64,1894.1,0.0
696.48,6.9344,0.021962
696.48,18.803,0.022217
696.48,30.672,0.022473
696.48,42.541,0.022728
696.48,54.409,0.022984
696.48,66.278,0.023239
696.48,78.147,0.023495
696.48,90.016,0.02375
696.48,101.88,0.024199
696.48,113.75,0.025143
696.48,125.62,0.025685
696.48,137.49,0.026227
696.48,149.36,0.026769
696.48,161.23,0.027311
696.48,173.1,0.027853
696.48,184.97,0.028395
696.48,196.83,0.028937
696.48,208.7,0.029479
696.48,220.57,0.030021
696.48,232.44,0.030563
696.48,244.31,0.031105
696.48,256.18,0.031646
696.48,268.05,0.032188
696.48,279.92,0.03273
696.48,291.78,0.033272
696.48,303.65,0.034285
696.48,315.52,0.036357
696.48,327.39,0.038429
696.48,339.26,0.040501
696.48,351.13,0.042573
696.48,363.0,0.044645
696.48,374.87,0.046717
696.48,386.73,0.048789
696.48,398.6,0.051219
696.48,410.47,0.055475
696.48,422.34,0.058939
696.48,434.21,0.062404
696.48,446.08,0.065868
696.48,457.95,0.069332
696.48,469.82,0.072796
696.48,481.68,0.076261
696.48,493.55,0.079725
696.48,505.42,0.083012
696.48,517.29,0.086088
696.48,529.16,0.089165
696.48,541.03,0.092241
696.48,552.9,0.098253
696.48,564.77,0.10909
696.48,576.63,0.11994
696.48,588.5,0.13078
696.48,600.37,0.14282
696.48,612.24,0.15699
696.48,624.11,0.17079
696.48,635.98,0.18459
696.48,647.85,0.19839
696.48,659.72,0.19938
696.48,671.58,0.19976
696.48,683.45,0.0
696.48,695.32,0.0
696.48,707.19,0.0
696.48,719.06,0.0
696.48,730.93,0.0
696.48,742.8,0.0
696.48,754.67,0.0
696.48,766.53,0.0
696.48,778.4,0.0
696.48,790.27,0.0
696.48,802.14,0.0
696.48,814.01,0.0
696.48,825.88,0.0
696.48,837.75,0.0
696.48,849.62,0.0
696.48,861.48,0.0
696.48,873.35,0.0
696.48,885.22,0.0
696.48,897.09,0.0
696.48,908.96,0.0
696.48,920.83,0.0
696.48,932.7,0.0
696.48,944.57,0.0
696.48,956.43,0.0
696.48,968.3,0.0
696.48,980.17,0.0
696.48,992.04,0.0
696.48,1003.9,0.0
