#: table_doi: 10.17182/hepdata.81996.v1/t53
#: name: Table 53
#: description: Signal acceptance for Slep production in SR3-slepd for the process P P -> $\widetilde{\chi}_1^\pm \widetilde{\chi}_2^0$ -> $\tilde{\ell}_L \tilde{\ell}_L l (\tilde{\nu}\nu), l \tilde{\nu} \tilde{\ell}_L (\tilde{\nu}\nu)$ -> $l \nu \widetilde{\chi}_1^0 l l (\nu \nu) \widetilde{\chi}_1^0$.
#: data_file: figaux25a.yaml
#: data_license:   
#: keyword reactions: P P --> Neutralino2 Chargino1
#: keyword observables: GIVE KEY FOR Y-AXIS VARIABLE
#: keyword phrases: 
#: keyword cmenergies: 13000.0
#: RE,,,,,P P --> Neutralino2 Chargino1 --> W Z Neutralino1 Neutralino1
#: SQRT(S) [GEV],,,,,13000.0
$m(\widetilde{\chi}_2^0/\widetilde{\chi}_1^\pm)$,$m(\widetilde{\chi}_2^0/\widetilde{\chi}_1^\pm)$ LOW,$m(\widetilde{\chi}_2^0/\widetilde{\chi}_1^\pm)$ HIGH,$m(\widetilde{\chi}_1^0)$,$m(\widetilde{\chi}_1^0)$ LOW,$m(\widetilde{\chi}_1^0)$ HIGH,Signal Acceptance [%],error +,error -
975.0,950.0,1000.0,125.0,100.0,150.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,125.0,100.0,150.0,1.437,0.0,-0.0
1075.0,1050.0,1100.0,125.0,100.0,150.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,125.0,100.0,150.0,1.332,0.0,-0.0
1175.0,1150.0,1200.0,125.0,100.0,150.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,125.0,100.0,150.0,0.0,0.0,-0.0
125.0,100.0,150.0,175.0,150.0,200.0,0.0,0.0,-0.0
175.0,150.0,200.0,175.0,150.0,200.0,0.0,0.0,-0.0
225.0,200.0,250.0,175.0,150.0,200.0,0.0,0.0,-0.0
275.0,250.0,300.0,175.0,150.0,200.0,0.0,0.0,-0.0
325.0,300.0,350.0,175.0,150.0,200.0,0.0,0.0,-0.0
375.0,350.0,400.0,175.0,150.0,200.0,0.0,0.0,-0.0
425.0,400.0,450.0,175.0,150.0,200.0,0.0,0.0,-0.0
475.0,450.0,500.0,175.0,150.0,200.0,0.0,0.0,-0.0
525.0,500.0,550.0,175.0,150.0,200.0,0.0,0.0,-0.0
575.0,550.0,600.0,175.0,150.0,200.0,0.0,0.0,-0.0
625.0,600.0,650.0,175.0,150.0,200.0,0.0,0.0,-0.0
675.0,650.0,700.0,175.0,150.0,200.0,0.0,0.0,-0.0
725.0,700.0,750.0,175.0,150.0,200.0,0.0,0.0,-0.0
775.0,750.0,800.0,175.0,150.0,200.0,0.0,0.0,-0.0
825.0,800.0,850.0,175.0,150.0,200.0,0.0,0.0,-0.0
875.0,850.0,900.0,175.0,150.0,200.0,0.0,0.0,-0.0
925.0,900.0,950.0,175.0,150.0,200.0,0.0,0.0,-0.0
975.0,950.0,1000.0,175.0,150.0,200.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,175.0,150.0,200.0,0.0,0.0,-0.0
1075.0,1050.0,1100.0,175.0,150.0,200.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,175.0,150.0,200.0,0.0,0.0,-0.0
1175.0,1150.0,1200.0,175.0,150.0,200.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,175.0,150.0,200.0,0.0,0.0,-0.0
125.0,100.0,150.0,225.0,200.0,250.0,0.0,0.0,-0.0
175.0,150.0,200.0,225.0,200.0,250.0,0.0,0.0,-0.0
225.0,200.0,250.0,225.0,200.0,250.0,0.0,0.0,-0.0
275.0,250.0,300.0,225.0,200.0,250.0,0.0,0.0,-0.0
325.0,300.0,350.0,225.0,200.0,250.0,0.007876,0.0,-0.0
375.0,350.0,400.0,225.0,200.0,250.0,0.0,0.0,-0.0
425.0,400.0,450.0,225.0,200.0,250.0,1.81,0.0,-0.0
475.0,450.0,500.0,225.0,200.0,250.0,0.0,0.0,-0.0
525.0,500.0,550.0,225.0,200.0,250.0,3.309,0.0,-0.0
575.0,550.0,600.0,225.0,200.0,250.0,0.0,0.0,-0.0
625.0,600.0,650.0,225.0,200.0,250.0,3.336,0.0,-0.0
675.0,650.0,700.0,225.0,200.0,250.0,0.0,0.0,-0.0
725.0,700.0,750.0,225.0,200.0,250.0,2.775,0.0,-0.0
775.0,750.0,800.0,225.0,200.0,250.0,0.0,0.0,-0.0
825.0,800.0,850.0,225.0,200.0,250.0,2.024,0.0,-0.0
875.0,850.0,900.0,225.0,200.0,250.0,0.0,0.0,-0.0
925.0,900.0,950.0,225.0,200.0,250.0,1.91,0.0,-0.0
975.0,950.0,1000.0,225.0,200.0,250.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,225.0,200.0,250.0,1.624,0.0,-0.0
1075.0,1050.0,1100.0,225.0,200.0,250.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,225.0,200.0,250.0,1.443,0.0,-0.0
1175.0,1150.0,1200.0,225.0,200.0,250.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,225.0,200.0,250.0,1.123,0.0,-0.0
125.0,100.0,150.0,275.0,250.0,300.0,0.0,0.0,-0.0
175.0,150.0,200.0,275.0,250.0,300.0,0.0,0.0,-0.0
225.0,200.0,250.0,275.0,250.0,300.0,0.0,0.0,-0.0
275.0,250.0,300.0,275.0,250.0,300.0,0.0,0.0,-0.0
325.0,300.0,350.0,275.0,250.0,300.0,0.0025,0.0,-0.0
375.0,350.0,400.0,275.0,250.0,300.0,0.0,0.0,-0.0
425.0,400.0,450.0,275.0,250.0,300.0,0.0,0.0,-0.0
475.0,450.0,500.0,275.0,250.0,300.0,0.0,0.0,-0.0
525.0,500.0,550.0,275.0,250.0,300.0,0.0,0.0,-0.0
575.0,550.0,600.0,275.0,250.0,300.0,0.0,0.0,-0.0
625.0,600.0,650.0,275.0,250.0,300.0,0.0,0.0,-0.0
675.0,650.0,700.0,275.0,250.0,300.0,0.0,0.0,-0.0
725.0,700.0,750.0,275.0,250.0,300.0,0.0,0.0,-0.0
775.0,750.0,800.0,275.0,250.0,300.0,0.0,0.0,-0.0
825.0,800.0,850.0,275.0,250.0,300.0,0.0,0.0,-0.0
875.0,850.0,900.0,275.0,250.0,300.0,0.0,0.0,-0.0
925.0,900.0,950.0,275.0,250.0,300.0,0.0,0.0,-0.0
975.0,950.0,1000.0,275.0,250.0,300.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,275.0,250.0,300.0,0.0,0.0,-0.0
1075.0,1050.0,1100.0,275.0,250.0,300.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,275.0,250.0,300.0,0.0,0.0,-0.0
1175.0,1150.0,1200.0,275.0,250.0,300.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,275.0,250.0,300.0,0.0,0.0,-0.0
125.0,100.0,150.0,325.0,300.0,350.0,0.0,0.0,-0.0
175.0,150.0,200.0,325.0,300.0,350.0,0.0,0.0,-0.0
225.0,200.0,250.0,325.0,300.0,350.0,0.0,0.0,-0.0
275.0,250.0,300.0,325.0,300.0,350.0,0.0,0.0,-0.0
325.0,300.0,350.0,325.0,300.0,350.0,0.0,0.0,-0.0
375.0,350.0,400.0,325.0,300.0,350.0,0.0,0.0,-0.0
425.0,400.0,450.0,325.0,300.0,350.0,0.01326,0.0,-0.0
475.0,450.0,500.0,325.0,300.0,350.0,0.0,0.0,-0.0
525.0,500.0,550.0,325.0,300.0,350.0,2.089,0.0,-0.0
575.0,550.0,600.0,325.0,300.0,350.0,0.0,0.0,-0.0
625.0,600.0,650.0,325.0,300.0,350.0,3.466,0.0,-0.0
675.0,650.0,700.0,325.0,300.0,350.0,0.0,0.0,-0.0
725.0,700.0,750.0,325.0,300.0,350.0,3.08,0.0,-0.0
775.0,750.0,800.0,325.0,300.0,350.0,0.0,0.0,-0.0
825.0,800.0,850.0,325.0,300.0,350.0,0.0,0.0,-0.0
875.0,850.0,900.0,325.0,300.0,350.0,0.0,0.0,-0.0
925.0,900.0,950.0,325.0,300.0,350.0,2.068,0.0,-0.0
975.0,950.0,1000.0,325.0,300.0,350.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,325.0,300.0,350.0,1.516,0.0,-0.0
1075.0,1050.0,1100.0,325.0,300.0,350.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,325.0,300.0,350.0,1.387,0.0,-0.0
1175.0,1150.0,1200.0,325.0,300.0,350.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,325.0,300.0,350.0,0.0,0.0,-0.0
125.0,100.0,150.0,375.0,350.0,400.0,0.0,0.0,-0.0
175.0,150.0,200.0,375.0,350.0,400.0,0.0,0.0,-0.0
225.0,200.0,250.0,375.0,350.0,400.0,0.0,0.0,-0.0
275.0,250.0,300.0,375.0,350.0,400.0,0.0,0.0,-0.0
325.0,300.0,350.0,375.0,350.0,400.0,0.0,0.0,-0.0
375.0,350.0,400.0,375.0,350.0,400.0,0.0,0.0,-0.0
425.0,400.0,450.0,375.0,350.0,400.0,0.0,0.0,-0.0
475.0,450.0,500.0,375.0,350.0,400.0,0.0,0.0,-0.0
525.0,500.0,550.0,375.0,350.0,400.0,0.0,0.0,-0.0
575.0,550.0,600.0,375.0,350.0,400.0,0.0,0.0,-0.0
625.0,600.0,650.0,375.0,350.0,400.0,0.0,0.0,-0.0
675.0,650.0,700.0,375.0,350.0,400.0,0.0,0.0,-0.0
725.0,700.0,750.0,375.0,350.0,400.0,0.0,0.0,-0.0
775.0,750.0,800.0,375.0,350.0,400.0,0.0,0.0,-0.0
825.0,800.0,850.0,375.0,350.0,400.0,0.0,0.0,-0.0
875.0,850.0,900.0,375.0,350.0,400.0,0.0,0.0,-0.0
925.0,900.0,950.0,375.0,350.0,400.0,0.0,0.0,-0.0
975.0,950.0,1000.0,375.0,350.0,400.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,375.0,350.0,400.0,0.0,0.0,-0.0
1075.0,1050.0,1100.0,375.0,350.0,400.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,375.0,350.0,400.0,0.0,0.0,-0.0
1175.0,1150.0,1200.0,375.0,350.0,400.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,375.0,350.0,400.0,0.0,0.0,-0.0
125.0,100.0,150.0,425.0,400.0,450.0,0.0,0.0,-0.0
175.0,150.0,200.0,425.0,400.0,450.0,0.0,0.0,-0.0
225.0,200.0,250.0,425.0,400.0,450.0,0.0,0.0,-0.0
275.0,250.0,300.0,425.0,400.0,450.0,0.0,0.0,-0.0
325.0,300.0,350.0,425.0,400.0,450.0,0.0,0.0,-0.0
375.0,350.0,400.0,425.0,400.0,450.0,0.0,0.0,-0.0
425.0,400.0,450.0,425.0,400.0,450.0,0.0,0.0,-0.0
475.0,450.0,500.0,425.0,400.0,450.0,0.0,0.0,-0.0
525.0,500.0,550.0,425.0,400.0,450.0,0.02536,0.0,-0.0
575.0,550.0,600.0,425.0,400.0,450.0,0.0,0.0,-0.0
625.0,600.0,650.0,425.0,400.0,450.0,2.361,0.0,-0.0
675.0,650.0,700.0,425.0,400.0,450.0,0.0,0.0,-0.0
725.0,700.0,750.0,425.0,400.0,450.0,3.514,0.0,-0.0
775.0,750.0,800.0,425.0,400.0,450.0,0.0,0.0,-0.0
825.0,800.0,850.0,425.0,400.0,450.0,3.11,0.0,-0.0
875.0,850.0,900.0,425.0,400.0,450.0,0.0,0.0,-0.0
925.0,900.0,950.0,425.0,400.0,450.0,2.485,0.0,-0.0
975.0,950.0,1000.0,425.0,400.0,450.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,425.0,400.0,450.0,1.917,0.0,-0.0
1075.0,1050.0,1100.0,425.0,400.0,450.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,425.0,400.0,450.0,1.587,0.0,-0.0
1175.0,1150.0,1200.0,425.0,400.0,450.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,425.0,400.0,450.0,1.486,0.0,-0.0
125.0,100.0,150.0,475.0,450.0,500.0,0.0,0.0,-0.0
175.0,150.0,200.0,475.0,450.0,500.0,0.0,0.0,-0.0
225.0,200.0,250.0,475.0,450.0,500.0,0.0,0.0,-0.0
275.0,250.0,300.0,475.0,450.0,500.0,0.0,0.0,-0.0
325.0,300.0,350.0,475.0,450.0,500.0,0.0,0.0,-0.0
375.0,350.0,400.0,475.0,450.0,500.0,0.0,0.0,-0.0
425.0,400.0,450.0,475.0,450.0,500.0,0.0,0.0,-0.0
475.0,450.0,500.0,475.0,450.0,500.0,0.0,0.0,-0.0
525.0,500.0,550.0,475.0,450.0,500.0,0.0,0.0,-0.0
575.0,550.0,600.0,475.0,450.0,500.0,0.0,0.0,-0.0
625.0,600.0,650.0,475.0,450.0,500.0,0.0,0.0,-0.0
675.0,650.0,700.0,475.0,450.0,500.0,0.0,0.0,-0.0
725.0,700.0,750.0,475.0,450.0,500.0,0.0,0.0,-0.0
775.0,750.0,800.0,475.0,450.0,500.0,0.0,0.0,-0.0
825.0,800.0,850.0,475.0,450.0,500.0,0.0,0.0,-0.0
875.0,850.0,900.0,475.0,450.0,500.0,0.0,0.0,-0.0
925.0,900.0,950.0,475.0,450.0,500.0,0.0,0.0,-0.0
975.0,950.0,1000.0,475.0,450.0,500.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,475.0,450.0,500.0,0.0,0.0,-0.0
1075.0,1050.0,1100.0,475.0,450.0,500.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,475.0,450.0,500.0,0.0,0.0,-0.0
1175.0,1150.0,1200.0,475.0,450.0,500.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,475.0,450.0,500.0,0.0,0.0,-0.0
125.0,100.0,150.0,525.0,500.0,550.0,0.0,0.0,-0.0
175.0,150.0,200.0,525.0,500.0,550.0,0.0,0.0,-0.0
225.0,200.0,250.0,525.0,500.0,550.0,0.0,0.0,-0.0
275.0,250.0,300.0,525.0,500.0,550.0,0.0,0.0,-0.0
325.0,300.0,350.0,525.0,500.0,550.0,0.0,0.0,-0.0
375.0,350.0,400.0,525.0,500.0,550.0,0.0,0.0,-0.0
425.0,400.0,450.0,525.0,500.0,550.0,0.0,0.0,-0.0
475.0,450.0,500.0,525.0,500.0,550.0,0.0,0.0,-0.0
525.0,500.0,550.0,525.0,500.0,550.0,0.0,0.0,-0.0
575.0,550.0,600.0,525.0,500.0,550.0,0.0,0.0,-0.0
625.0,600.0,650.0,525.0,500.0,550.0,0.01522,0.0,-0.0
675.0,650.0,700.0,525.0,500.0,550.0,0.0,0.0,-0.0
725.0,700.0,750.0,525.0,500.0,550.0,2.688,0.0,-0.0
775.0,750.0,800.0,525.0,500.0,550.0,0.0,0.0,-0.0
825.0,800.0,850.0,525.0,500.0,550.0,0.0,0.0,-0.0
875.0,850.0,900.0,525.0,500.0,550.0,0.0,0.0,-0.0
925.0,900.0,950.0,525.0,500.0,550.0,3.04,0.0,-0.0
975.0,950.0,1000.0,525.0,500.0,550.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,525.0,500.0,550.0,2.457,0.0,-0.0
1075.0,1050.0,1100.0,525.0,500.0,550.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,525.0,500.0,550.0,1.665,0.0,-0.0
1175.0,1150.0,1200.0,525.0,500.0,550.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,525.0,500.0,550.0,0.0,0.0,-0.0
125.0,100.0,150.0,575.0,550.0,600.0,0.0,0.0,-0.0
175.0,150.0,200.0,575.0,550.0,600.0,0.0,0.0,-0.0
225.0,200.0,250.0,575.0,550.0,600.0,0.0,0.0,-0.0
275.0,250.0,300.0,575.0,550.0,600.0,0.0,0.0,-0.0
325.0,300.0,350.0,575.0,550.0,600.0,0.0,0.0,-0.0
375.0,350.0,400.0,575.0,550.0,600.0,0.0,0.0,-0.0
425.0,400.0,450.0,575.0,550.0,600.0,0.0,0.0,-0.0
475.0,450.0,500.0,575.0,550.0,600.0,0.0,0.0,-0.0
525.0,500.0,550.0,575.0,550.0,600.0,0.0,0.0,-0.0
575.0,550.0,600.0,575.0,550.0,600.0,0.0,0.0,-0.0
625.0,600.0,650.0,575.0,550.0,600.0,0.0,0.0,-0.0
675.0,650.0,700.0,575.0,550.0,600.0,0.0,0.0,-0.0
725.0,700.0,750.0,575.0,550.0,600.0,0.0,0.0,-0.0
775.0,750.0,800.0,575.0,550.0,600.0,0.0,0.0,-0.0
825.0,800.0,850.0,575.0,550.0,600.0,0.0,0.0,-0.0
875.0,850.0,900.0,575.0,550.0,600.0,0.0,0.0,-0.0
925.0,900.0,950.0,575.0,550.0,600.0,0.0,0.0,-0.0
975.0,950.0,1000.0,575.0,550.0,600.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,575.0,550.0,600.0,0.0,0.0,-0.0
1075.0,1050.0,1100.0,575.0,550.0,600.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,575.0,550.0,600.0,0.0,0.0,-0.0
1175.0,1150.0,1200.0,575.0,550.0,600.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,575.0,550.0,600.0,0.0,0.0,-0.0
125.0,100.0,150.0,625.0,600.0,650.0,0.0,0.0,-0.0
175.0,150.0,200.0,625.0,600.0,650.0,0.0,0.0,-0.0
225.0,200.0,250.0,625.0,600.0,650.0,0.0,0.0,-0.0
275.0,250.0,300.0,625.0,600.0,650.0,0.0,0.0,-0.0
325.0,300.0,350.0,625.0,600.0,650.0,0.0,0.0,-0.0
375.0,350.0,400.0,625.0,600.0,650.0,0.0,0.0,-0.0
425.0,400.0,450.0,625.0,600.0,650.0,0.0,0.0,-0.0
475.0,450.0,500.0,625.0,600.0,650.0,0.0,0.0,-0.0
525.0,500.0,550.0,625.0,600.0,650.0,0.0,0.0,-0.0
575.0,550.0,600.0,625.0,600.0,650.0,0.0,0.0,-0.0
625.0,600.0,650.0,625.0,600.0,650.0,0.0,0.0,-0.0
675.0,650.0,700.0,625.0,600.0,650.0,0.0,0.0,-0.0
725.0,700.0,750.0,625.0,600.0,650.0,0.01292,0.0,-0.0
775.0,750.0,800.0,625.0,600.0,650.0,0.0,0.0,-0.0
825.0,800.0,850.0,625.0,600.0,650.0,2.542,0.0,-0.0
875.0,850.0,900.0,625.0,600.0,650.0,0.0,0.0,-0.0
925.0,900.0,950.0,625.0,600.0,650.0,3.882,0.0,-0.0
975.0,950.0,1000.0,625.0,600.0,650.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,625.0,600.0,650.0,3.017,0.0,-0.0
1075.0,1050.0,1100.0,625.0,600.0,650.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,625.0,600.0,650.0,2.347,0.0,-0.0
1175.0,1150.0,1200.0,625.0,600.0,650.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,625.0,600.0,650.0,1.975,0.0,-0.0
125.0,100.0,150.0,675.0,650.0,700.0,0.0,0.0,-0.0
175.0,150.0,200.0,675.0,650.0,700.0,0.0,0.0,-0.0
225.0,200.0,250.0,675.0,650.0,700.0,0.0,0.0,-0.0
275.0,250.0,300.0,675.0,650.0,700.0,0.0,0.0,-0.0
325.0,300.0,350.0,675.0,650.0,700.0,0.0,0.0,-0.0
375.0,350.0,400.0,675.0,650.0,700.0,0.0,0.0,-0.0
425.0,400.0,450.0,675.0,650.0,700.0,0.0,0.0,-0.0
475.0,450.0,500.0,675.0,650.0,700.0,0.0,0.0,-0.0
525.0,500.0,550.0,675.0,650.0,700.0,0.0,0.0,-0.0
575.0,550.0,600.0,675.0,650.0,700.0,0.0,0.0,-0.0
625.0,600.0,650.0,675.0,650.0,700.0,0.0,0.0,-0.0
675.0,650.0,700.0,675.0,650.0,700.0,0.0,0.0,-0.0
725.0,700.0,750.0,675.0,650.0,700.0,0.0,0.0,-0.0
775.0,750.0,800.0,675.0,650.0,700.0,0.0,0.0,-0.0
825.0,800.0,850.0,675.0,650.0,700.0,0.0,0.0,-0.0
875.0,850.0,900.0,675.0,650.0,700.0,0.0,0.0,-0.0
925.0,900.0,950.0,675.0,650.0,700.0,0.0,0.0,-0.0
975.0,950.0,1000.0,675.0,650.0,700.0,0.0,0.0,-0.0
1025.0,1000.0,1050.0,675.0,650.0,700.0,0.0,0.0,-0.0
1075.0,1050.0,1100.0,675.0,650.0,700.0,0.0,0.0,-0.0
1125.0,1100.0,1150.0,675.0,650.0,700.0,0.0,0.0,-0.0
1175.0,1150.0,1200.0,675.0,650.0,700.0,0.0,0.0,-0.0
1225.0,1200.0,1250.0,675.0,650.0,700.0,0.0,0.0,-0.0
125.0,100.0,150.0,725.0,700.0,750.0,0.0,0.0,-0.0
175.0,150.0,200.0,725.0,700.0,750.0,0.0,0.0,-0.0
225.0,200.0,250.0,725.0,700.0,750.0,0.0,0.0,-0.0
275.0,250.0,300.0,725.0,700.0,750.0,0.0,0.0,-0.0
325.0,300.0,350.0,725.0,700.0,750.0,0.0,0.0,-0.0
375.0,350.0,400.0,725.0,700.0,750.0,0.0,0.0,-0.0
425.0,400.0,450.0,725.0,700.0,750.0,0.0,0.0,-0.0
475.0,450.0,500.0,725.0,700.0,750.0,0.0,0.0,-0.0
525.0,500.0,550.0,725.0,700.0,750.0,0.0,0.0,-0.0
575.0,550.0,600.0,725.0,700.0,750.0,0.0,0.0,-0.0
625.0,600.0,650.0,725.0,700.0,750.0,0.0,0.0,-0.0
675.0,650.0,700.0,725.0,700.0,750.0,0.0,0.0,-0.0
725.0,700.0,750.0,725.0,700.0,750.0,0.0,0.0,-0.0
775.0,750.0,800.0,725.0,700.0,750.0,0.0,0.0,-0.0
825.0,800.0,850.0,725.0,700.0,750.0,0.04312,0.0,-0.0
875.0,850.0,900.0,725.0,700.0,750.0,0.0,0.0,-0.0
925.0,900.0,950.0,725.0,700.0,750.0,2.579,0.0,-0.0
